Source,Text,Class
lucene,A [junit] Running org.apache.solr.schema.NotRequiredUniqueKeyTest,TRACE
lucene,can't load custom signature class from solr.home/li,NL_CODE
lucene,throw new RuntimeException( \Unknown core: \+coreName );,CODE
lucene,: have been because the unit test don't operate through a regular HTTP,NL
lucene,If you think it was sent incorrectly contact one of the administrators:,NL
lucene,Legacy Numeric Field types need to be more consistent in their input/output error checking & documentation,NL
lucene,function print(),CODE
lucene,of thing,NL
lucene,existing.setField(name,CODE
lucene,1-Dec,NL
lucene,Filters should return something that implements an interface,NL
lucene,On your comment about searcherNumDocs() and,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-1691?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12795732#action_12795732 ],CODE
lucene,data will be populated to the parameter set:,NL
lucene,When I do a normal search,NL
lucene,Something that takes as long as generating top terms should also be,NL
lucene,Since the dataImporter is protected by a thread-lock - there is no thred-safe guarantee for the implementations of the full-import close hook.,NL
lucene,+++ contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/JdbcDataSource.java	(working copy),CODE
lucene,+ JETTY-305 delayed connection destroy,CODE
lucene,3. Manhattan (Vector),NL
lucene,<noble.paul@gmail.com> wrote:,NL
lucene,: - <!> [[Solr1.4]]>>,CODE
lucene,field,NL
lucene,*conectTimeout*: 30000ms,CODE
lucene,Noble Paul updated SOLR-1126:,NL
lucene,return n - (y & 1);,CODE
lucene,First crack at this.  You'll need to download http://people.apache.org/~gsingers/extraction-libs.tar as it is too big to fit in JIRA.,NL_CODE
lucene,</copy>,CODE
lucene,: +,CODE
lucene,was (Author: billnbell):,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-1589?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12781273#action_12781273 ],CODE
lucene,Reporter: Walter Underwood,NL
lucene,SolrServer server;,CODE
lucene,This exception occurs if I have a field in a document with a null value.,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-734?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12626540,CODE
lucene,: + === PlainTextEntityProcessor ===,CODE
lucene,writeTag(EXTERN_STRING,CODE
lucene,/bin/rm -rf ${data_dir}/index && \\,CODE
lucene,: -  needRaw=true;,CODE
lucene,I'm not sure the best way to get the ExtractingRequestHandler into the classpath here.,NL
lucene,It also builds the \hidden\ list as the inverse of the \gettable\ list.,NL
lucene,code like this...,NL
lucene,Just for the record,NL
lucene,was rewritten during that update.  I have included the information on,NL
lucene,: layer?,NL
lucene,DocumentBuilder builder = DocumentBuilderFactory.newInstance,CODE
lucene,An XML commit only request handler,NL
lucene,On some TimeZones (such as EDT currently,NL
lucene,* MultiCoreParams == CoreAdminParams,CODE
lucene,org.apache.lucene.index.IndexReader.open(IndexReader.java:148) at,TRACE
lucene,standards replace the existing bloated low level config cod,NL
lucene,On the flip side of my experience is Hadoop.  Y! has assigned a number,NL
lucene,pass the tests,NL
lucene,DistribFieldFacet dff = (DistribFieldFacet)fi.facets.get(key);,CODE
lucene,*	*swap*: swaps 2 aliases,CODE
lucene,at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:675),TRACE
lucene,<!--Master config-->,CODE
lucene,Query main = query;,CODE
lucene,StandardServer.java:710) at org.apache.catalina.startup.Catalina.start(,TRACE
lucene,<field column=\datasource\ template=\board\/>,CODE
lucene,Or,NL
lucene,----------------------------------,CODE
lucene,On 22. jan. 201,NL
lucene,Key: SOLR-264,CODE
lucene,Fergus McMenemie commented on SOLR-1060:,NL
lucene,I have attached the revised patch for the same in the jira - SOLR-1106 .,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-725?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12625809#action_12625809 ],CODE
lucene,http://wiki.apache.org/lucene-java/LuceneFAQ,CODE
lucene,3. updated the README in the example solr home so that the note about ./lib also mentions the <lib> config option,NL
lucene,I haven't yet been able to figure out exactly which reference holds the null or wh,NL
lucene,At this point,NL
lucene,indexes to new Solr servers.,NL
lucene,[junit] Running org.apache.solr.handler.dataimport.TestXPathRecordReader,TRACE
lucene,: + > A Assert.assertEquals( item.i,CODE
lucene,[javac] Compiling 226 source files to http://lucene.zones.apache.org:8080/hudson/job/Solr-Nightly/ws/trunk/build/core,LOG
lucene,will be much larger for CVS/SQL.,NL
lucene,I was going to start on the auto-warming using IndexWriter's,NL
lucene,(of you...),NL
lucene,rather than pulling it out of the request.  Any objections to that?,NL
lucene,<field name=\home\ type=\LatLonFT\/>,CODE
lucene,[javac] Compiling 375 source files to /tmp/apache-solr-nightly/build/solr,LOG
lucene,private final Map<Class,CODE
lucene,: Log:,CODE
lucene,On 2/18/09,NL
lucene,This request handler only permits <commit/> messages.  It is provided as one way to prevent adds and deletes on a Solr slave machine that could potentially be accessed by outside parties where a firewall or other access control is either not possible or not desired.,NL
lucene,foursA=h; twos=l;,CODE
lucene,registered with a name that doesn't start with a slash,NL
lucene,discussion.,NL
lucene,Mar,NL
lucene,at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:297),TRACE
lucene,Book1,NL
lucene,Key: SOLR-1060,CODE
lucene,role it plays with Solr.  Is it a vendor-specific technology (from,NL
lucene,java.io,CODE
lucene,Updating patch to handle faceting statistics.  (with tests),NL
lucene,Please refer to http://wiki.apache.org/solr/SolrReplication for details,NL_CODE
lucene,from http://mail-archives.apache.org/mod_mbox/lucene-solr-user/200807.mbox/%3cC4AC838E.ADE7%25jonathan_lee@comcast.com%3e:,CODE
lucene,via shalin),NL
lucene,This datasource does not need any extra configuration. Make a normal POST request with the data as the body. The params remain same.,NL
lucene,Source code for the SolrSharp project,NL
lucene,pint uses a native int[] for the fieldcache entry and the comparator that implements sortMissingFirst asks for the StringIndex.,NL
lucene,Key: SOLR-340,CODE
lucene,c:\\Users\\koji\\AppData\\Local\\Temp\\clover60096.tmp\\src60097.tmp\\org\\ap,CODE
lucene,intention to do the same to the to the Solr analyzers and filters? Is it,NL
lucene,#action_12600590 ],CODE
lucene,req.getContext().put( \path,CODE
lucene,Assignee: Yonik Seeley,NL
lucene,Is not trivial to change that. I imaging that deep changes in Solr or Lucene would be needed to have an efficient collapsing.,NL
lucene,: - This can be used like an URL!DataSource but used to fetch content from files on disk. The only difference from URL!DataSource,NL
lucene,wrote:,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-1396?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],CODE
lucene,: keep in mind that when data a user could enter in an HTTP request is,NL
lucene,IndexReaderWarmer,CODE
lucene,final int freq = (ir != null && field != null) ? ir.docFreq(new Term(field,CODE
lucene,it's responsible for publishing the maven artifacts out.,NL
lucene,Affects Versions: 1.3,CODE
lucene,# If you would like to submit a bug report,NL
lucene,to use a distributed solr architecture,NL
lucene,<field name=\${ctlField}\   type=\text-${l10n}\   indexed=\true\  stored=\true\  multiValued=\true\ />,CODE
lucene,SOLR-1586-geohash.patch,CODE
lucene,I'm also going to include tools to visualize this stuff on a mac,NL
lucene,Writing the xml may not be an option if I use DIH for indexing (there is no xml). And what if I use CSV. That means multiple storage formats. RDDBMS storage is a problem because of incompatibility of Lecene/RDBMS data structures. Creating a schema will be extremely hard because of dynamic fields,NL
lucene,</responseHeader>,CODE
lucene,Shalin has pointed out that we are creating the regex Pattern without first resolving the variable. So we need to call VariableResolver.resolve on the 'regex' attribute's value before creating the Pattern object.,NL_CODE
lucene,Components: spellchecker,CODE
lucene,Are there any objections to replacing BitSet with OpenBitSet in,NL
lucene,such that no other fields need to be specified again?,NL
lucene,-----Original Message-----,NL
lucene,There appears to be confusion between the two here no matter what the,NL
lucene,at org.apache.solr.core.SolrCore.execute(SolrCore.java:1299),TRACE
lucene,public void addedDocument() {,CODE
lucene,where it's at,NL
lucene,[yonik] SOLR-747: update example solrconfig.xml,NL
lucene,[junit] 2008-03-28 09:00:40.431::INFO:  Shutdown hook complete,TRACE
lucene,would not call it easy at all. I took the test sources away completely (from,NL
lucene,dataSource=\myfilereader\,CODE
lucene,I went down the road of doing the calculations in paralle,NL
lucene,NamedList (org/apache/solr/common/util/NamedList ) currently has a heterogenous List (even numbered indices are String-s ) and the odd-numbered indices are the specific types.  As per benchmarks ( see SOLR-912 ) - the implementation could be improved in favor of a Map.Entry<String>,NL_CODE
lucene,# Add command to reload dictionaries,NL
lucene,I'm looking it over now.,NL
lucene,permissions.  A modular approach to crawling file system,NL
lucene,: When I perform a search from indexed items..,NL
lucene,suggest an alternative approach?,NL
lucene,},CODE
lucene,patrick o'leary commented on SOLR-773:,NL
lucene,https://svn.apache.org/repos/asf/lucene/dev/trunk/solr/src/java/org/apache/solr/analysis/LengthFilterFactory.java,CODE
lucene,org.apache.solr.update.DirectUpdateHandlerTest.testExpungeDeletes(DirectUpdateHandlerTest.java:303),TRACE
lucene,&lt;page top='211' bottom='322' right='833' left='944' word='bar' num='1'&gt;bar&lt;/page&gt;,CODE
lucene,Can we have anything better? I can't use 4-CPUs :(,NL
lucene,Thanks in advance,NL
lucene,existing users; 2) people are probably going to use one URL structure or,NL
lucene,Ignore changes in the amount of white space.,NL
lucene,*** the server reads the file stream,NL
lucene,we modify those APIs to really take advantage of an Attributes-based API.,NL
lucene,+ // Yet another variation: if docs.size() is small and termvectors,NL_CODE
lucene,Cell: 1-434-466-1467,CODE
lucene,I came up with this patch because I have a rather elaborate tokenization scheme using ShingleMatrixFilter. The current solution of mine is to pass a base64 encoded serialized object as field value and use a custom Analyzer that assemble and tokenize the entity object passed down in the field value. However the tokenization is rather expensive (especially during initial bulk import of my zillions of documents)  so I'd rather do this on my clients as I've got plenty of those but only one Solr.,NL
lucene,stats: 	lookups : 15966954582,CODE
lucene,: +   <td style=\margin-left: 1em;\>,CODE
lucene,solprovider edited comment on SOLR-84 at 10/7/08 10:21 PM:,NL
lucene,reopening in most cases - hasn't seen any activit,NL
lucene,\startOffset\:,CODE
lucene,score?  Can/should the current framework do that?,NL
lucene,org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:845),TRACE
lucene,http://lucene.apache.org/solr/api/org/apache/solr/response/SolrQueryResponse.html#returnable_data says that a Map \containing any of the items in this list\ may be contained in a SolrQueryResponse and will be handled by QueryResponseWriters.,NL_CODE
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1252,CODE
lucene,- Delete obsolete topgit branches from 1.3,NL
lucene,community@apache.org if people would like.,NL
lucene,ugin.system.issuetabpanels:comment-tabpanel#action_12502885 ],CODE
lucene,Reporter: Nicolas Dessaigne,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-356?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],CODE
lucene,asm-2.2.1.jar,CODE
lucene,highlighting,NL
lucene,Is it somehow possible to grab that and return it from,NL
lucene,was (Author: gsingers):,NL
lucene,Bill Au commented on SOLR-53:,NL
lucene,/file/handler/name:extra/path?param1=val1&file=...&file=...,CODE
lucene,of the URL (either from the path or from the QueryString) directly without,NL
lucene,For acts_as_solr I need the ID field to be a Strin,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-1439?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12756352#action_12756352 ],CODE
lucene,Distributed Search over HTTP,NL
lucene,2. DataImportHandler,CODE
lucene,- More documentation (on source code),NL
lucene,solr_start() was using a system call to start sol,NL
lucene,Since this wasn't exactly a use case we ever advertise,NL
lucene,It's been discusse,NL
lucene,if there are single quotes they must be escaped,NL
lucene,AnalysisRequestHandler,CODE
lucene,But in all case,NL
lucene,related to SOLR-470.,NL
lucene,added an IncludesEvaluator that deals with include/fragment,NL
lucene,stmt.setFetchSize(Integer.MIN_VALUE);,CODE
lucene,On 6-Nov-09,NL
lucene,Original Estimate: 0.08h,NL
lucene,Noble Paul updated SOLR-1044:,NL
lucene,5. initialize searcher / updateHandler,NL
lucene,DIH currently can only be run inside Solr. But the core of DIH is quite independent of Solr. There are only a few points where it requires Solr core classes.They can be isolated out and we have an API in hand. If we limit the dependency down to common util then DIH can be used by,NL
lucene,-,CODE
lucene,Andrew.,NL
lucene,: Some functions could actually use it - say like ms().,NL_CODE
lucene,The current source in CVS doesn't work for me (the example doesn't,NL
lucene,copy over every time we make changes. That is what I meant when I said,NL
lucene,RFC 2616 sec13) and will by default respond with \304 Not Modified\,NL_LOG
lucene,in the path then we can guess based on the Content-Type.,NL
lucene,after optimization. A 1 is the default (and is equivalent to calling,NL
lucene,clarity in a future release). Then people can mix and match and,NL
lucene,<long name=\generation\>4447</long>,CODE
lucene,Parallel execution of multiple queries is just one use case in a family of many other,NL
lucene,Lucene core,NL
lucene,Attachments: SpellingQueryConverter.java.diff,CODE
lucene,add extra parameter to function search:,NL
lucene,- > > </entity>,CODE
lucene,+   * declaration.,CODE
lucene,Noble Paul commented on SOLR-236:,NL
lucene,name.,NL
lucene,Once I changed setField to addField,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-474?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],CODE
lucene,the new create-pacakges target seems fine to me ... but \package\,NL
lucene,that i,NL
lucene,It would be better if the syntax can be modified to something like terms.fl=field,NL
lucene,Reporter: Ning Li,NL
lucene,that they might be better served by Tomcat since it's the most,NL
lucene,everything again,NL
lucene,: be somewhere in Solr that knows about the IndexReader /,NL
lucene,at java.lang.reflect.Method.invoke(Method.java:597),TRACE
lucene,really allow it to become a viable alternative to things like FAST and,NL
lucene,[junit] 2007-10-09 08:15:02.342::INFO:  Shutdown hook executing,TRACE
lucene,I still have some thing,NL
lucene,Sure,NL
lucene,at org.mortbay.jetty.servlet.Context.startContext(Context.java:139),TRACE
lucene,Reporter: Ruben Jimenez,NL
lucene,I'm merely trying to understand how much (if any) interest there is in this,NL
lucene,* and the DocSet for each term in the filter.,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-186,CODE
lucene,almost worst case scenario as well - the Document text is extremely,NL
lucene,On Sat,NL
lucene,Comments? (my main issue is that it woudl be nice to be able to set compressThreshold at the field level.  Since we can't without modifying fields to accept named parameter,NL
lucene,+   if(jndiName == null){,CODE
lucene,where the analyzer variable is only set on the build command. Therefor,NL
lucene,now people will be very confused. And I thought of sticking to Yonik's,NL
lucene,I did not apply the patch but I was looking at the above code. We are splitting by '.' and going into each map we find. Will this reach upto a '.' character in a float or string value given as a parameter to a function?,NL
lucene,af06c000-af0ea000 rwxp af06c000 00:00 0,CODE
lucene,Solr moves to Lucene's trunk:,NL
lucene,endpoints is large. See the javadoc for NumericRangeQuery for internal,NL
lucene,convention and happenstance.,NL
lucene,: + Analyzer analyzer = queryAnalyser ? ft.getQueryAnalyzer() : ft.getAnalyzer();,CODE
lucene,Mark Miller resolved SOLR-1436.,NL
lucene,only exception is where you want to extract variables from the URL,NL
lucene,SOLR-139 needs some way to transport document values independent of the lucene Document.  This is required for the INCREMENT command and useful for modifying documents.  SolrDocument is also generally useful for SOLR-20,NL
lucene,On Mon,NL
lucene,** calls a CMD_LATEST_SNAP to the master and get the latest snapshot name,NL
lucene,enabled I can have defaults for stuff like drive,NL
lucene,Kay Kay updated SOLR-962:,NL
lucene,Jetty__8983__solr/webapp/WEB-INF/lib/apache-solr-1.1.0-incubating.jar;/C:/Do,CODE
lucene,Attachments: log4j-1.2.15.jar,CODE
lucene,specify the number of top term,NL
lucene,at java.net.PlainSocketImpl.socketConnect(Native Method),CODE
lucene,: + </table>,CODE
lucene,bit longs,NL
lucene,calculation,NL
lucene,I was wondering about that,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-751,CODE
lucene,- > > > > </contrib-settings>,CODE
lucene,1.1.0-incubating\\example\\ext\\jasper-compiler.jar;C:\\Inetpub\\ftproot\\apache-s,CODE
lucene,Modified: lucene/dev/trunk/solr/common-build.xml,CODE
lucene,indexing...,NL
lucene,SoleDispatchFilter subclass and return the MultiCore directly from:,CODE
lucene,-- Shalin Shekhar Mangar,CODE
lucene,trying to index to or search it),NL
lucene,INFO: [xluo] /select/rows=10&start=0&hl.fl=bookCount&indent=on&q=bookCount:5&hl=true&version=2.2 0 0,CODE
lucene,INFO: [] webapp=/events_2009_06 path=/replication params={command=indexversion&wt=javabin} status=0 QTime=0,CODE
lucene,http://localhost:8983/solr/select/?stylesheet=&q=apache&qt=standard&mlt=true&mlt.fl=man,CODE
lucene,the worst case. Having thousands of small weak references does the,NL
lucene,The issue is how to make MultiCore a derivable class and avoid static,NL
lucene,/***  C macro from Hacker's Delight,NL
lucene,: Binary files - no diff available.,NL
lucene,Reporter: Kay Kay,NL
lucene,This way the original index will be small and the users do not have to make all fields stored,NL
lucene,add a field alias feature,NL
lucene,of argument let's assume all clients are perfect) what happens when a,NL
lucene,log.info(\Persisting cores config to \ + (file==null ? configFile : file));,CODE
lucene,The best analogy is to consider that instead of deploying multiple web-applicatio,NL
lucene,<field name=\text_*\  type=\text\   ... />,CODE
lucene,Mike Klaas wrote:,NL
lucene,Many thanks!,NL
lucene,<uniqueKey>id</uniqueKey>,CODE
lucene,Components: search,CODE
lucene,I do agree about the last minute releases.  Howeve,NL
lucene,(Oddly,NL
lucene,+    counts = getFieldCacheCounts(,CODE
lucene,A user reported an issue,NL
lucene,java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:9,TRACE
lucene,URL: https://issues.apache.org/jira/browse/SOLR-773,CODE
lucene,### Eclipse Workspace Patch 1.,CODE
lucene,Attachments: SOLR-1478.patch,CODE
lucene,Object o = readVal(fis);,CODE
lucene,<requestDispatcher handleSelect=\true\ >,CODE
lucene,Discussion at: http://www.nabble.com/Creating-dynamic-fields-with-DataImportHandler-to19226532.html,NL_CODE
lucene,[ https://issues.apache.org/jira/browse/SOLR-234?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12495202 ],CODE
lucene,} catch (NumberFormatException e) {,CODE
lucene,So it would be nice if a user can easily specify that they want to use a french stopword lis,NL
lucene,Attachments: SOLR-695-no-singlecore.patc,CODE
lucene,contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/frame/Dumper.js,CODE
lucene,site/features.html,CODE
lucene,package junit.framework does not exist,LOG
lucene,2008-02-25 16:54:5,LOG
lucene,Uses LUCENE-997 to add time out support to Solr.,NL_CODE
lucene,#NAME?,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-667?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12644889#action_12644889 ],CODE
lucene,The attached patch will provide this feature.,NL
lucene,[i++],CODE
lucene,Key: SOLR-1353,CODE
lucene,added an asString(node) method for logging purpose,NL
lucene,\permission\.It contains yes or no.If a user whom have limited permission to,NL
lucene,major upgrade; developers will *still* know that we're using LUcene-java ,NL
lucene,: overrated.,NL
lucene,At which point:,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1622,CODE
lucene,Attachment: SOLR-896.patch,CODE
lucene,#NAME?,NL
lucene,course,NL
lucene,Convert JDK logging to SLF4J,NL
lucene,CSV produced by Oracle might seem like,NL
lucene,Noble Paul updated SOLR-1501:,NL
lucene,the othe,NL
lucene,Jason Venner and I hacked all night on SOLR-1477 however didn't,NL
lucene,path : pathPrefix + path ).forward( request ),CODE
lucene,better idea.,NL
lucene,vector,NL
lucene,</init-param>,CODE
lucene,at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:108),TRACE
lucene,:   <requestHandler name=\/update\ class=\solr.XmlUpdateRequestHandler\ >,CODE
lucene,+ > > <test-macro pattern=\C\/>,CODE
lucene,whether a default field even makes sense.  Maybe it should be,NL
lucene,can be turned off when not necessary.,NL
lucene,Environment: Centos,CODE
lucene,URL: https://issues.apache.org/jira/browse/SOLR-813,CODE
lucene,Temp Resolution:,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1650,CODE
lucene,that error indicates that the version of lucene you are using is incapable,NL
lucene,q=foo&fq=date:[1 TO 2]&fq=securityfilter:42&fq={!tag=type}type:(pdf OR,CODE
lucene,+ <entity name=\jc\,CODE
lucene,-  top=false;,CODE
lucene,Thanks for the replies.,NL
lucene,In the master server:,NL
lucene,at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175),TRACE
lucene,Someone pulling an Al Gore (inventing the internet) on this isn't my,NL
lucene,at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:195),TRACE
lucene,decide when to query the spellchecker,NL
lucene,<str name=\fsv\>true</str>,CODE
lucene,\deviceName\:[,CODE
lucene,Key: SOLR-1163,CODE
lucene,out?,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1298,CODE
lucene,Total time: 26 minutes 10 seconds,LOG
lucene,A [junit] Running org.apache.solr.handler.TestCSVLoader,TRACE
lucene,Checking out http://svn.apache.org/repos/asf/lucene/solr/trunk,NL_CODE
lucene,+ A <property name=\junit.details.formatter\ value=\org.apache.lucene.util.LuceneJUnitResultFormatter\/>,CODE
lucene,${doc.valueMap['name']]} gets a single value for the field,CODE
lucene,+ > try {,CODE
lucene,I think we can do a better job of having explicit Exceptions when there is a problem creating the internal representation of a Fiel,NL
lucene,See http://hudson.zones.apache.org/hudson/job/Solr-trunk/357/changes,NL_CODE
lucene,To set the encoding to another charse,NL
lucene,<lst>E:\\sample\\data2</lst>,CODE
lucene,Shalin Shekhar Mangar updated SOLR-530:,NL
lucene,I wouldn't mind waiting until the current bug I just submitted is,NL
lucene,</add>,CODE
lucene,Ok sure,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-430,CODE
lucene,An example: 2 servers with the same shard are behind a load balancer. One server fails. The load balancer notices this and directs all traffic to the other server.,NL
lucene,Here's a config I'm using against a mocked test database:,NL
lucene,junit.framework.AssertionFailedError: null,LOG
lucene,Would shutting down the executor cause that?  Are you doing any core reloading?,NL
lucene,otis_gospodnetic@yahoo.com> wrote:,NL
lucene,n.system.issuetabpanels:all-tabpanel ],CODE
lucene,content.  This starts with search as a foundation,NL
lucene,interfaces should support >2B docs,NL
lucene,Key: SOLR-586,CODE
lucene,if( boost != 1.0f ) {,CODE
lucene,the war. This still needs further lov,NL
lucene,/* if field size (in characters) is greater than this threshold,NL
lucene,: - <!> Http!DataSource is being deprecated in favour of URL!DataSource in [[Solr1.4]]. There is no change in functionality between URL!DataSource and !Http!DataSourc,NL
lucene,A [junit] Running org.apache.solr.handler.component.StatsComponentTest,TRACE
lucene,baseDir=\/Volumes/Techmore/ts/aaa/schema/data\,CODE
lucene,fl.alias=from_name1:to_name1&fl.alias=from_name2:to_name2,CODE
lucene,A,NL
lucene,Re poll interval: I think the HH:MM:ss is enough.  Does that allow pollin,NL
lucene,I think the high-level approach in SOLR-303 is the right way to go,NL
lucene,Erik Hatcher schrieb:,NL
lucene,On 6/6/11,NL
lucene,The only potentially dangerous function is (4) initHandlersFromConfig.  This is a package private function that defiantly should not be called anywhere else.  Calling this function twice is not norma,NL_CODE
lucene,--------------------------------------------------------------,CODE
lucene,Sometimes SearchComponents need to modify the DocList.  Often times this requires two loops over the (Solr)DocList: once to convert the DocList to SolrDocList and then once to iterate the SolrDocList for the Search Component.  This can be seen in SOLR-77,NL
lucene,cp=C:\\Documents%20and%20Settings\\yaponte\\Configuraci?n%20local\\Temp\\Jetty__8,CODE
lucene,Key: SOLR-1288,CODE
lucene,patch,NL
lucene,Yonik Seeley updated SOLR-139:,NL
lucene,Components: contrib - DataImportHandler,CODE
lucene,<property name=\maven.dist.dir\ location=\${basedir}/dist/maven\/>,CODE
lucene,<property name=\sun.boot.library.path\,CODE
lucene,thing that would probably need to be done to make this work:,NL
lucene,modify the q param before I pass it further for processing.,NL
lucene,for hte requestHandler ...,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1396,CODE
lucene,Committed revision 762180.,LOG
lucene,Fix Version/s: 1.2,CODE
lucene,Hi,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-665?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12617529#action_12617529 ],CODE
lucene,wrt patched,NL
lucene,stay a constant ratio as you change the density and/or distances?,NL
lucene,Key: SOLR-976,CODE
lucene,below).  I hadn't applied my patch yet.,NL
lucene,Otis,NL
lucene,URL: https://issues.apache.org/jira/browse/SOLR-288,CODE
lucene,Configuration can also have behavior.  The important part is that is the separation from XML and allowing others to create configuration objects.,NL
lucene,Currently the jSON content type is not used. Instead the palin/text content type is used. The reason for this as I understand is to enable viewing the json response as as text in the browser. While this is valid argumen,NL
lucene,On Fri,NL
lucene,The only code change is to use org.apache.solr.logging.Logger.getLogger(...),NL_CODE
lucene,------------,CODE
lucene,-Http connection Keep-Alive ?,NL
lucene,<fields>,CODE
lucene,Particularly,NL
lucene,+import org.apache.solr.util.RefCounted;,CODE
lucene,solr-cell-example:,CODE
lucene,implementation the tree is balanced by ordered insertion of keys. So while,NL
lucene,+ > > > > url=\file:///Volumes/ts/files.lis\,CODE
lucene,use the TernaryTree found in Lucene contrib.,NL
lucene,{{<dataSource type=\JdbcDataSource\ driver=\org.postgresql.Driver\ url=\jdbc:postgresql://host/db\ user=\user\ password=\password\ readOnly=\true\ autoCommit=\false\  transactionIsolation=\TRANSACTION_READ_COMMITTED\  holdability=\CLOSE_CURSORS_AT_COMMIT\/>}},CODE
lucene,[ https://issues.apache.org/jira/browse/SOLR-1424?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12754287#action_12754287 ],CODE
lucene,* @param loader for resolving filenames,NL
lucene,: +  Thread Count:,CODE
lucene,Improve support for the Trie* fields up to the level of Solr's existing numeric types.,NL
lucene,QParser implementations.,NL
lucene,: -  if (tids == null) {,CODE
lucene,[ https://issues.apache.org/jira/browse/SOLR-236?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12791952#action_12791952 ],CODE
lucene,Attachments: SOLR-1406.patch,CODE
lucene,URL: https://issues.apache.org/jira/browse/SOLR-754,CODE
lucene,If the schema does not have a uniqueKey,NL
lucene,and flatten them. A Then I index them into solr. A How could I know if there are any organizations without employees in solr? A In a data base I would,NL
lucene,cmd.expungeDeletes);,CODE
lucene,serializer = new XMLSerializer(write,CODE
lucene,String name = shardCounts.getName(j);,CODE
lucene,On 2/25/09,NL
lucene,/Users/ekeller/Documents/workspace/solr/src/java/org/apache/solr/search/SolrIndexSearcher.java,CODE
lucene,with.,NL
lucene,It would be really nice to add this improvement soon (This seems to be a trivial addition) as our project really depends on this.,NL
lucene,...,CODE
lucene,allowLeadingWildcard (Set to true to allow * and ? as the first character of a PrefixQuery and WildcardQuery),NL
lucene,-------------------------------------------------------------,CODE
lucene,number of matches before that day,NL
lucene,: - public class JdbcDataSource extends DataSource<Iterator<Map<String>>>,CODE
lucene,: -</td>,CODE
lucene,+ JETTY-299 handle win32 paths for object naming,CODE
lucene,Key: SOLR-59,CODE
lucene,containing that sould have a new major version number,NL
lucene,Reporter: Karl Wettin,NL
lucene,#define m1 ((unsigned_64) 0x5555555555555555),CODE
lucene,SIGUSR1: SIG_DF,CODE
lucene,<PREFIXTERM> ...,CODE
lucene,page for /update and /update/cs,NL
lucene,* <import> seems like it should be named <include>,NL_CODE
lucene,Components: Build,CODE
lucene,site/skin/images,CODE
lucene,URL: https://issues.apache.org/jira/browse/SOLR-1138,CODE
lucene,[junit] 2008-08-25 08:09:13.804::INFO:  Shutdown hook complete,TRACE
lucene,: +   <th>type</th>,CODE
lucene,I have a need to perform Solr indexing in MapReduce tas,NL
lucene,I have a question regarding the removal of documents from the doc list and,NL
lucene,This PATCH is mildly related to SOLR-1709 (Distributed Date Faceting,NL
