Source,Text,Class
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,/ SerType used to serialize parameters in GCS filter encoding.,NL
bitcoin,/ Protocol version used to serialize parameters in GCS filter encoding.,NL
bitcoin,"Map a value x that is uniformly distributed in the range [0, 2^64) to a",NL
bitcoin,"value uniformly distributed in [0, n) by returning the upper 64 bits of",NL
bitcoin,xn.,NL
bitcoin,See: https://lemire.me/blog/2016/06/27/a-fast-alternative-to-the-modulo-reduction/,NL_CODE
bitcoin,To perform the calculation on 64-bit numbers without losing the,NL
bitcoin,"result to overflow, split the numbers into the most significant and",NL
bitcoin,least significant 32 bits and perform multiplication piece-wise.,NL
bitcoin,See: https://stackoverflow.com/a/26855440,NL_CODE
bitcoin,Verify that the encoded filter contains exactly N elements. If it has too much or too little,NL
bitcoin,"data, a std::ios_base::failure exception will be raised.",NL_CODE
bitcoin,Seek forward by size of N,NL
bitcoin,Copyright (c) 2012-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"The ideal size for a bloom filter with a given number of elements and false positive rate is:
     - nElements log(fp rate) / ln(2)^2
     We ignore filter parameters which will create a bloom filter larger than the protocol limits",NL_CODE
bitcoin,"The ideal number of hash functions is filter size ln(2) / number of elements
     Again, we ignore filter parameters which will create a bloom filter with more hash functions than the protocol limits
     See https://en.wikipedia.org/wiki/Bloom_filter for an explanation of these formulas",NL_CODE
bitcoin,0xFBA4C795 chosen as it guarantees a reasonable bit difference between nHashNum values.,NL_CODE
bitcoin,Avoid divide-by-zero (CVE-2013-5700),NL
bitcoin,Sets bit nIndex of vData,NL
bitcoin,Avoid divide-by-zero (CVE-2013-5700),NL
bitcoin,Checks bit nIndex of vData,NL
bitcoin,Match if the filter contains the hash of tx,NL
bitcoin,for finding tx when they appear in a block,NL
bitcoin,"zero-size = ""match-all"" filter",CODE
bitcoin,Match if the filter contains any arbitrary script data element in any scriptPubKey in tx,NL
bitcoin,"If this matches, also add the specific output that was matched.",NL
bitcoin,This means clients don't have to update the filter themselves when a new relevant tx,NL
bitcoin,"is discovered in order to find spending transactions, which avoids round-tripping and race conditions.",NL
bitcoin,Match if the filter contains an outpoint tx spends,NL
bitcoin,Match if the filter contains any arbitrary script data element in any scriptSig in tx,NL
bitcoin,"The optimal number of hash functions is log(fpRate) / log(0.5), but
    restrict it to the range 1-50.",NL_CODE
bitcoin,"In this rolling bloom filter, we'll store between 2 and 3 generations of nElements / 2 entries.",NL
bitcoin,"The maximum fpRate = pow(1.0 - exp(-nHashFuncsnMaxElements / nFilterBits), nHashFuncs)
    =>          pow(fpRate, 1.0 / nHashFuncs) = 1.0 - exp(-nHashFuncsnMaxElements / nFilterBits)
    =>          1.0 - pow(fpRate, 1.0 / nHashFuncs) = exp(-nHashFuncsnMaxElements / nFilterBits)
    =>          log(1.0 - pow(fpRate, 1.0 / nHashFuncs)) = -nHashFuncsnMaxElements / nFilterBits
    =>          nFilterBits = -nHashFuncsnMaxElements / log(1.0 - pow(fpRate, 1.0 / nHashFuncs))
    =>          nFilterBits = -nHashFuncsnMaxElements / log(1.0 - exp(logFpRate / nHashFuncs))",NL_CODE
bitcoin,"For each data element we need to store 2 bits. If both bits are 0, the
    bit is treated as unset. If the bits are (01), (10), or (11), the bit is
    treated as set in generation 1, 2, or 3 respectively.
    These bits are stored in separate integers: position P corresponds to bit
    (P & 63) of the integers data[(P >> 6)2] and data[(P >> 6)2 + 1].",NL_CODE
bitcoin,Similar to CBloomFilter::Hash,NL_CODE
bitcoin,"A replacement for x % n. This assumes that x and n are 32bit integers, and x is a uniformly random distributed 32bit value",NL
bitcoin,which should be the case for a good hash.,NL
bitcoin,See https://lemire.me/blog/2016/06/27/a-fast-alternative-to-the-modulo-reduction/,NL_CODE
bitcoin,Wipe old entries that used this generation number.,NL
bitcoin,"FastMod works with the upper bits of h, so it is safe to ignore that the lower bits of h are already used for bit.",NL
bitcoin,"The lowest bit of pos is ignored, and set to zero for the first bit, and to one for the second.",NL
bitcoin,"If the relevant bit is not set in either data[pos & ~1] or data[pos | 1], the filter does not contain vKey",NL_CODE
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2019 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,CChain implementation,NL
bitcoin,Stop when we have added the genesis block.,NL
bitcoin,"Exponentially larger steps back, plus the genesis block.",NL
bitcoin,Use O(1) CChain index if possible.,NL_CODE
bitcoin,"Otherwise, use O(log n) skiplist.",NL_CODE
bitcoin,Turn the lowest '1' bit in the binary representation of a number into a '0'.,NL
bitcoin,Compute what height to jump back to with the CBlockIndex::pskip pointer.,NL
bitcoin,"Determine which height to jump back to. Any number strictly lower than height is acceptable,",NL
bitcoin,but the following expression seems to perform well in simulations (max 110 steps to go back,NL
bitcoin,up to 2**18 blocks).,CODE
bitcoin,Only follow pskip if pprev->pskip isn't better than pskip->pprev.,NL_CODE
bitcoin,"We need to compute 2**256 / (bnTarget+1), but we can't represent 2**256",NL_CODE
bitcoin,"as it's too large for an arith_uint256. However, as 2**256 is at least as large",NL
bitcoin,"as bnTarget+1, it is equal to ((2**256 - bnTarget - 1) / (bnTarget+1)) + 1,",NL_CODE
bitcoin,or ~bnTarget / (bnTarget+1) + 1.,CODE
bitcoin,"Find the last common ancestor two blocks have.
  Both pa and pb must be non-nullptr.",NL
bitcoin,Eventually all chain branches meet at the genesis block.,NL
bitcoin,Copyright (c) 2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,for signet block challenge hash,NL
bitcoin,"Build the genesis block. Note that the output of its generation
 transaction cannot be spent since it did not originally exist in the
 database.

 CBlock(hash=000000000019d6, ver=1, hashPrevBlock=00000000000000, hashMerkleRoot=4a5e1e, nTime=1231006505, nBits=1d00ffff, nNonce=2083236893, vtx=1)
   CTransaction(hash=4a5e1e, ver=1, vin.size=1, vout.size=1, nLockTime=0)
     CTxIn(COutPoint(000000, -1), coinbase 04ffff001d0104455468652054696d65732030332f4a616e2f32303039204368616e63656c6c6f72206f6e206272696e6b206f66207365636f6e64206261696c6f757420666f722062616e6b73)
     CTxOut(nValue=50.00000000, scriptPubKey=0x5F1DF16B2B704C8A578D0B)
   vMerkleTree: 4a5e1e",NL_CODE
bitcoin,Main network on which people trade goods and services.,NL
bitcoin,000000000000000004c2b624ed5d7756c508d90fd0da2c7c679febfa6c4735f0,CODE
bitcoin,00000000000000000379eaa19dce8c9b722d46ae6a57c2f1a988119488b50931,CODE
bitcoin,000000000000000004a1b34462cb8aeebd5799177f7a29cf28f2d1961716b5b5,CODE
bitcoin,0000000000000000001c8018d9cb3b742ef25114f27563e3fc4a1902167f9893,CODE
bitcoin,segwit activation height + miner confirmation window,NL_CODE
bitcoin,two weeks,NL
bitcoin,90% of 2016,NL
bitcoin,nPowTargetTimespan / nPowTargetSpacing,CODE
bitcoin,No activation delay,NL
bitcoin,Deployment of Taproot (BIPs 340-342),NL
bitcoin,"April 24th, 2021",NL
bitcoin,"August 11th, 2021",NL
bitcoin,"Approximately November 12th, 2021",NL
bitcoin,654683,NL
bitcoin,"The message start string is designed to be unlikely to occur in normal data.
         The characters are rarely used upper ASCII, not valid as UTF-8, and produce
         a large 32-bit integer with any alignment.",NL
bitcoin,"Note that of those which support the service bits prefix, most only support a subset of",NL
bitcoin,possible options.,NL
bitcoin,This is fine at runtime as we'll fall back to using them as an addrfetch if they don't support the,NL
bitcoin,"service bits we want, but we should get them updated to support all service bits wanted by any",NL
bitcoin,release ASAP to avoid it where possible.,NL
bitcoin,"Pieter Wuille, only supports x1, x5, x9, and xd",NL
bitcoin,"Matt Corallo, only supports x9",NL
bitcoin,Luke Dashjr,NL
bitcoin,"Christian Decker, supports x1 - xf",NL
bitcoin,"Jonas Schnelli, only supports x1, x5, x9, and xd",NL
bitcoin,"Peter Todd, only supports x1, x5, x9, and xd",NL
bitcoin,Sjors Provoost,NL
bitcoin,Stephan Oeste,NL
bitcoin,Jason Maurice,NL
bitcoin,TODO to be specified in a future patch.,NL
bitcoin,Data from RPC: getchaintxstats 4096 0000000000000000000b9d2ec5a352ecba0592946514a92f14319dc2b367fc72,NL_CODE
bitcoin,nTime,CODE
bitcoin,nTxCount,CODE
bitcoin,dTxRate,CODE
bitcoin,Testnet (v3): public test network which is reset from time to time.,NL_CODE
bitcoin,00000000007f6655f22f98e72ed80d8b06dc761d5da09df0fa1dc4be4f861eb6,CODE
bitcoin,000000002104c8c45e99a8853285a3b592602a3ccde2b832481da85e9e4ba182,CODE
bitcoin,00000000025e930139bac5c6c31a403776da130831ab85be56578f3fa75369bb,CODE
bitcoin,00000000002b980fcd729daaa248fd9316a5200e9b367f4ff2c42453e84201ca,CODE
bitcoin,segwit activation height + miner confirmation window,NL
bitcoin,two weeks,NL
bitcoin,75% for testchains,NL
bitcoin,nPowTargetTimespan / nPowTargetSpacing,CODE
bitcoin,No activation delay,NL
bitcoin,Deployment of Taproot (BIPs 340-342),NL
bitcoin,"April 24th, 2021",NL
bitcoin,"August 11th, 2021",NL
bitcoin,No activation delay,NL
bitcoin,1864000,NL
bitcoin,nodes with support for servicebits filtering should be at the top,NL
bitcoin,"Just a static list of stable node(s), only supports x9",NL
bitcoin,TODO to be specified in a future patch.,NL
bitcoin,Data from RPC: getchaintxstats 4096 000000000000006433d1efec504c53ca332b64963c425395515b01977bd7b3b0,NL_CODE
bitcoin,nTime,CODE
bitcoin,nTxCount,CODE
bitcoin,dTxRate,CODE
bitcoin,Signet: test network with an additional consensus parameter (see BIP325).,NL_CODE
bitcoin,9434,NL
bitcoin,Data from RPC: getchaintxstats 4096 0000002a1de0f46379358c1fd09906f7ac59adf3712323ed90eb59e4c183c020,NL_CODE
bitcoin,nTime,CODE
bitcoin,nTxCount,CODE
bitcoin,dTxRate,CODE
bitcoin,two weeks,NL
bitcoin,90% of 2016,NL
bitcoin,nPowTargetTimespan / nPowTargetSpacing,CODE
bitcoin,No activation delay,NL
bitcoin,Activation of Taproot (BIPs 340-342),NL
bitcoin,No activation delay,NL
bitcoin,message start is defined as the first 4 bytes of the sha256d of the block script,NL
bitcoin,"Regression test: intended for private networks only. Has minimal difficulty to ensure that
 blocks can be found instantly.",NL
bitcoin,BIP34 activated on regtest (Used in functional tests),NL
bitcoin,BIP65 activated on regtest (Used in functional tests),NL
bitcoin,BIP66 activated on regtest (Used in functional tests),NL
bitcoin,CSV activated on regtest (Used in rpc activation tests),NL
bitcoin,SEGWIT is always activated on regtest unless overridden,NL
bitcoin,two weeks,NL
bitcoin,75% for testchains,NL
bitcoin,Faster than normal for regtest (144 instead of 2016),NL
bitcoin,No activation delay,NL
bitcoin,No activation delay,NL
bitcoin,!< Regtest mode doesn't have any fixed seeds.,NL
bitcoin,!< Regtest mode doesn't have any DNS seeds.,NL
bitcoin,Allows modifying the Version Bits regtest parameters.,NL
bitcoin,Copyright (c) 2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Port numbers for incoming Tor connections (8334, 18334, 38334, 18445) have
 been chosen arbitrarily to keep ranges of used ports tight.",NL
bitcoin,Copyright (c) 2012-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Name of client reported in the 'version' message. Report the same name
 for both bitcoind and bitcoin-qt, to make it harder for attackers to
 target servers or GUI users specifically.",NL
bitcoin,"The <obj/build.h>, which is generated by the build environment (share/genbuild.sh),",NL_CODE
bitcoin,could contain only one line of the following:,NL
bitcoin,"- ""#define BUILD_GIT_TAG ..."", if the top commit is tagged",NL_CODE
bitcoin,"- ""#define BUILD_GIT_COMMIT ..."", if the top commit is not tagged",NL_CODE
bitcoin,"- ""// No build information available"", if proper git information is not available",NL
bitcoin,"! git will put ""#define GIT_COMMIT_ID ..."" on the next line inside archives.",NL_CODE
bitcoin,Format the subversion field according to BIP 14 spec (https://github.com/bitcoin/bips/blob/master/bip-0014.mediawiki),NL_CODE
bitcoin,Copyright (c) 2012-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,The parent only has an empty entry for this outpoint; we can consider our,NL
bitcoin,version as fresh.,NL
bitcoin,"If the coin exists in this cache as a spent coin and is DIRTY, then",NL
bitcoin,its spentness hasn't been flushed to the parent cache. We're,NL
bitcoin,re-adding the coin to this cache now but we can't mark it as FRESH.,NL
bitcoin,If we mark it FRESH and then spend it before the cache is flushed,NL
bitcoin,we would remove it from this cache and would never flush spentness,NL
bitcoin,to the parent cache.,NL
bitcoin,Re-adding a spent coin can happen in the case of a re-org (the coin,NL
bitcoin,is 'spent' when the block adding it is disconnected and then,NL
bitcoin,re-added when it is also added in a newly connected block).,NL
bitcoin,"If the coin doesn't exist in the current cache, or is spent but not",NL
bitcoin,"DIRTY, then it can be marked FRESH.",NL
bitcoin,"Coinbase transactions can always be overwritten, in order to correctly",NL
bitcoin,deal with the pre-BIP30 occurrences of duplicate coinbase transactions.,NL
bitcoin,Ignore non-dirty entries (optimization).,NL
bitcoin,"The parent cache does not have an entry, while the child cache does.",NL
bitcoin,We can ignore it if it's both spent and FRESH in the child,NL
bitcoin,"Create the coin in the parent cache, move the data up",NL
bitcoin,and mark it as dirty.,NL
bitcoin,We can mark it FRESH in the parent if it was FRESH in the child,NL
bitcoin,Otherwise it might have just been flushed from the parent's cache,NL
bitcoin,and already exist in the grandparent,NL
bitcoin,Found the entry in the parent cache,NL
bitcoin,"The coin was marked FRESH in the child cache, but the coin",NL
bitcoin,"exists in the parent cache. If this ever happens, it means",NL
bitcoin,the FRESH flag was misapplied and there is a logic error in,NL
bitcoin,the calling code.,NL
bitcoin,"The grandparent cache does not have an entry, and the coin",NL
bitcoin,has been spent. We can just delete it from the parent cache.,NL
bitcoin,A normal modification.,NL
bitcoin,NOTE: It isn't safe to mark the coin as FRESH in the parent,NL
bitcoin,cache. If it already existed and was spent in the parent,NL
bitcoin,cache then marking it FRESH would prevent that spentness,NL
bitcoin,from being flushed to the grandparent.,NL
bitcoin,Cache should be empty when we're calling this.,NL
bitcoin,Starting the shutdown sequence and returning false to the caller would be,NL
bitcoin,"interpreted as 'entry not found' (as opposed to unable to read data), and",NL
bitcoin,"could lead to invalid interpretation. Just exit immediately, as we can't",NL
bitcoin,"continue anyway, and all writes should be atomic.",NL
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2019 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"These check for scripts for which a special case with a shorter encoding is defined.
They are implemented separately from the CScript test, as these test for exact byte
sequence correspondences, and are more strict. For example, IsToPubKey also verifies
whether the public key is valid (as invalid ones cannot be represented in compressed
form).",NL
bitcoin,"if not fully valid, a case that would not be compressible",NL
bitcoin,Amount compression:,NL
bitcoin,"If the amount is 0, output 0",NL
bitcoin,"first, divide the amount (in base units) by the largest power of 10 possible; call the exponent e (e is max 9)",NL
bitcoin,"if e<9, the last digit of the resulting number cannot be 0; store it as d, and drop it (divide by 10)",NL
bitcoin,call the result n,NL
bitcoin,output 1 + 10*(9*n + d - 1) + e,NL_CODE
bitcoin,"if e==9, we only know the resulting number is not zero, so output 1 + 10*(n - 1) + 9",NL_CODE
bitcoin,"(this is decodable, as d is in [1-9] and e is in [0-9])",NL_CODE
bitcoin,x = 0  OR  x = 1+10*(9*n + d - 1) + e  OR  x = 1+10*(n - 1) + 9,NL_CODE
bitcoin,x = 10*(9*n + d - 1) + e,CODE
bitcoin,x = 9*n + d - 1,CODE
bitcoin,x = n,CODE
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Allow OP_RESERVED to get into mapOpNames,NL_CODE
bitcoin,Convenience: OP_ADD and just ADD are both recognized:,NL_CODE
bitcoin,"strName starts with ""OP_""",NL_CODE
bitcoin,namespace,NL
bitcoin,"Empty string, ignore. (boost::split given '' will return one word)",NL_CODE
bitcoin,Number,NL
bitcoin,limit the range of numbers ParseScript accepts in decimal,NL
bitcoin,since numbers outside -0xFFFFFFFF...0xFFFFFFFF are illegal in scripts,NL_CODE
bitcoin,"Raw hex data, inserted NOT pushed onto stack:",NL
bitcoin,"Single-quoted string, pushed as data. NOTE: this is poor-man's",NL
bitcoin,"parsing, spaces/tabs/newlines in single-quoted strings won't work.",NL
bitcoin,"opcode, e.g. OP_ADD or ADD:",NL_CODE
bitcoin,Check that all of the input and output scripts of a transaction contains valid opcodes,NL
bitcoin,Check input scripts for non-coinbase txs,NL
bitcoin,Check output scripts,NL
bitcoin,General strategy:,NL
bitcoin,- Decode both with extended serialization (which interprets the 0x0001 tag as a marker for,NL
bitcoin,the presence of witnesses) and with legacy serialization (which interprets the tag as a,NL
bitcoin,0-input 1-output incomplete transaction).,NL
bitcoin,- Restricted by try_no_witness (which disables legacy if false) and try_witness (which,NL
bitcoin,disables extended if false).,NL
bitcoin,#NAME?,CODE
bitcoin,#NAME?,CODE
bitcoin,#NAME?,CODE
bitcoin,- If both decode attempts succeed:,NL
bitcoin,#NAME?,CODE
bitcoin,#NAME?,CODE
bitcoin,"Try decoding with extended serialization support, and remember if the result successfully",NL
bitcoin,consumes the entire input.,NL
bitcoin,Fall through.,NL
bitcoin,"Optimization: if extended decoding succeeded and the result passes CheckTxScriptsSanity,",NL_CODE
bitcoin,don't bother decoding the other way.,NL
bitcoin,"Try decoding with legacy serialization, and remember if the result successfully consumes the entire input.",NL
bitcoin,Fall through.,NL
bitcoin,"If legacy decoding succeeded and passes CheckTxScriptsSanity, that's our answer, as we know",NL_CODE
bitcoin,at this point that extended decoding either failed or doesn't pass the sanity check.,NL
bitcoin,"If extended decoding succeeded, and neither decoding passes sanity, return the extended one.",NL
bitcoin,"If legacy decoding succeeded and extended didn't, return the legacy one.",NL
bitcoin,"If none succeeded, we failed.",NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Create the assembly string representation of a CScript object.
 @param[in] script    CScript object to convert into the asm string representation.
 @param[in] fAttemptSighashDecode    Whether to attempt to decode sighash types on data within the script that matches the format
                                     of a signature. Only pass true for scripts you believe could contain signatures. For example,
                                     pass false, or omit the this argument (defaults to false), for scriptPubKeys.",NL_CODE
bitcoin,the IsUnspendable check makes sure not to try to decode OP_RETURN data that may match the format of a signature,NL_CODE
bitcoin,goal: only attempt to decode a defined sighash type from data that looks like a signature within a scriptSig.,NL
bitcoin,this won't decode correctly formatted public keys in Pubkey or Multisig scripts due to,NL
bitcoin,the restrictions on the pubkey formats (see IsCompressedOrUncompressedPubKey) being incongruous with the,NL_CODE
bitcoin,checks in CheckSignatureEncoding.,NL_CODE
bitcoin,remove the sighash type byte. it will be replaced by the decode.,NL
bitcoin,"TODO: from v23 (""addresses"" and ""reqSigs"" deprecated) this method should be refactored to remove the `include_addresses` option",NL_CODE
bitcoin,this method can also be combined with `ScriptToUniv` as they will overlap,NL
bitcoin,"Transaction version is actually unsigned in consensus checks, just signed in memory,",NL
bitcoin,so cast to unsigned before giving it to the user.,NL
bitcoin,"If available, use Undo data to calculate the fee. Note that txundo == nullptr",NL_CODE
bitcoin,for coinbase transactions and for transactions where undo data is unavailable.,NL
bitcoin,"The hex-encoded transaction. Used the name ""hex"" to be consistent with the verbose output of ""getrawtransaction"".",NL_CODE
bitcoin,Copyright (c) 2012-2019 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"This code is adapted from posix_logger.h, which is why it is using vsprintf.",NL_CODE
bitcoin,Please do not do this in normal code,NL
bitcoin,Print the message,NL
bitcoin,"Do not use vsnprintf elsewhere in bitcoin source code, see above.",NL
bitcoin,Truncate to available space if necessary,NL
bitcoin,Try again with larger buffer,NL
bitcoin,Add newline if necessary,NL
bitcoin,Continued,NL
bitcoin,On most platforms the default setting of max_open_files (which is 1000),NL_CODE
bitcoin,is optimal. On Windows using a large file count is OK because the handles,NL
bitcoin,do not interfere with select() loops. On 64-bit Unix hosts this value is,NL_CODE
bitcoin,"also OK, because up to that amount LevelDB will use an mmap",NL
bitcoin,implementation that does not use extra file descriptors (the fds are,NL
bitcoin,closed after being mmap'ed).,NL
bitcoin,Increasing the value beyond the default is dangerous because LevelDB will,NL
bitcoin,fall back to a non-mmap implementation when the file count is too large.,NL
bitcoin,On 32-bit Unix host we should decrease the value because the handles use,NL
bitcoin,"up real fds, and we want to avoid fd exhaustion issues.",NL
bitcoin,See PR #12495 for further discussion.,NL
bitcoin,up to two write buffers may be held in memory simultaneously,NL
bitcoin,LevelDB versions before 1.16 consider short writes to be corruption. Only trigger error,NL
bitcoin,on corruption in later versions.,NL
bitcoin,"The base-case obfuscation key, which is a noop.",NL
bitcoin,Initialize non-degenerate obfuscation if it won't upset,NL
bitcoin,"existing, non-obfuscated data.",NL
bitcoin,Write `new_key` so we don't obfuscate the key with itself,NL_CODE
bitcoin,Prefixed with null character to avoid collisions with other keys,NL
bitcoin,We must use a string constructor which specifies length so that we copy,NL
bitcoin,past the null-terminator.,NL
bitcoin,"Returns a string (consisting of 8 random bytes) suitable for use as an
 obfuscating XOR key.",NL
bitcoin,namespace dbwrapper_private,NL_CODE
bitcoin,Copyright (c) 2018-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,namespace interfaces,NL
bitcoin,Copyright (c) 2018-2021 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Call <command> enumerate,NL_CODE
bitcoin,Check for error,NL
bitcoin,Check if fingerprint is present,NL
bitcoin,Skip duplicate signer,NL
bitcoin,Serialize the PSBT,NL
bitcoin,Check if signer fingerprint matches any input master key fingerprint,NL
bitcoin,ENABLE_EXTERNAL_SIGNER,CODE
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2019 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Avoid fseek to nPos,NL
bitcoin,Copyright (c) 2017-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Exclusive file locking is broken on WSL using fcntl (issue #18622),NL
bitcoin,This workaround can be removed once the bug on WSL is fixed,NL
bitcoin,Convert from Multi Byte to utf-16,NL
bitcoin,Convert from utf-16 to utf-8,NL
bitcoin,reference: https://github.com/gcc-mirror/gcc/blob/gcc-7_3_0-release/libstdc%2B%2B-v3/include/std/fstream#L270,NL_CODE
bitcoin,__GLIBCXX__,CODE
bitcoin,__GLIBCXX__,CODE
bitcoin,WIN32,NL
bitcoin,fsbridge,NL
bitcoin,Copyright (c) 2013-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"The following is MurmurHash3 (x86_32), see https://code.google.com/p/smhasher/source/browse/trunk/MurmurHash3.cpp",NL_CODE
bitcoin,----------,CODE
bitcoin,body,NL
bitcoin,----------,CODE
bitcoin,tail,NL
bitcoin,----------,CODE
bitcoin,finalization,NL
bitcoin,Copyright (c) 2015-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,boost::trim,CODE
bitcoin,WWW-Authenticate to present with 401 Unauthorized response,NL
bitcoin,"Simple one-shot callback timer to be used by the RPC mechanism to e.g.
 re-lock the wallet.",NL
bitcoin,Pre-base64-encoded authentication token,NL
bitcoin,Stored RPC timer interface (for unregistration),NL
bitcoin,List of -rpcauth values,NL
bitcoin,RPC Auth Whitelist,NL
bitcoin,Send error reply from json-rpc error object,NL
bitcoin,This function checks username and password against -rpcauth,NL
bitcoin,entries from config file.,NL
bitcoin,Belt-and-suspenders measure if InitRPCAuthentication was not called,NL_CODE
bitcoin,Check if authorized under single-user field,NL
bitcoin,JSONRPC handles only POST,NL
bitcoin,Check authorization,NL
bitcoin,"Deter brute-forcing
           If this results in a DoS the user really
           shouldn't have their RPC port exposed.",NL
bitcoin,Parse request,NL
bitcoin,Set the URI,NL
bitcoin,singleton request,NL
bitcoin,Send reply,NL
bitcoin,array of requests,NL
bitcoin,Parse method,NL
bitcoin,Copyright (c) 2015-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,For HTTP status codes,NL
bitcoin,Maximum size of http request (request line + headers),NL
bitcoin,HTTP request work item,NL
bitcoin,"Simple work queue for distributing work over multiple threads.
 Work items are simply callable objects.",NL
bitcoin,Precondition: worker threads have all stopped (they have been joined).,NL
bitcoin,Enqueue a work item,NL
bitcoin,Thread function,NL
bitcoin,Interrupt and exit loops,NL
bitcoin,HTTP module state,NL
bitcoin,! libevent event loop,NL
bitcoin,! HTTP server,NL
bitcoin,! List of subnets to allow RPC connections from,NL
bitcoin,! Work queue for handling longer requests off the event loop thread,NL
bitcoin,! Handlers for (sub)paths,NL
bitcoin,! Bound listening sockets,NL
bitcoin,Check if a network address is allowed to access the HTTP server,NL
bitcoin,Initialize ACL list for HTTP server,NL
bitcoin,always allow IPv4 local subnet,NL
bitcoin,always allow IPv6 localhost,NL
bitcoin,HTTP request method as string - use for logging only,NL
bitcoin,HTTP request callback,NL
bitcoin,"Disable reading to work around a libevent bug, fixed in 2.2.0.",NL
bitcoin,Early address-based allow check,NL
bitcoin,Early reject unknown HTTP methods,NL
bitcoin,Find registered handler for prefix,NL
bitcoin,Dispatch to worker thread,NL
bitcoin,"if true, queue took ownership",NL
bitcoin,Callback to reject HTTP requests after shutdown.,NL
bitcoin,Event dispatcher thread,NL
bitcoin,Event loop will be interrupted by InterruptHTTPServer(),NL_CODE
bitcoin,Bind HTTP server to specified addresses,NL
bitcoin,Determine what addresses to bind to,NL
bitcoin,Default to loopback if not allowing external IPs,NL
bitcoin,Specific bind address,NL
bitcoin,Bind addresses,NL
bitcoin,Simple wrapper to set thread name and run work queue,NL
bitcoin,libevent event log callback,NL
