ID,Class,Text
549,5,"Build the genesis block. Note that the output of its generation
 transaction cannot be spent since it did not originally exist in the
 database.

 CBlock(hash=000000000019d6, ver=1, hashPrevBlock=00000000000000, hashMerkleRoot=4a5e1e, nTime=1231006505, nBits=1d00ffff, nNonce=2083236893, vtx=1)
   CTransaction(hash=4a5e1e, ver=1, vin.size=1, vout.size=1, nLockTime=0)
     CTxIn(COutPoint(000000, -1), coinbase 04ffff001d0104455468652054696d65732030332f4a616e2f32303039204368616e63656c6c6f72206f6e206272696e6b206f66207365636f6e64206261696c6f757420666f722062616e6b73)
     CTxOut(nValue=50.00000000, scriptPubKey=0x5F1DF16B2B704C8A578D0B)
   vMerkleTree: 4a5e1e"
550,1,Main network on which people trade goods and services.
551,2,000000000000000004c2b624ed5d7756c508d90fd0da2c7c679febfa6c4735f0
552,2,00000000000000000379eaa19dce8c9b722d46ae6a57c2f1a988119488b50931
553,2,000000000000000004a1b34462cb8aeebd5799177f7a29cf28f2d1961716b5b5
554,2,0000000000000000001c8018d9cb3b742ef25114f27563e3fc4a1902167f9893
555,5,segwit activation height + miner confirmation window
556,1,two weeks
557,1,90% of 2016
558,2,nPowTargetTimespan / nPowTargetSpacing
559,1,No activation delay
560,1,Deployment of Taproot (BIPs 340-342)
561,1,"April 24th, 2021"
562,1,"August 11th, 2021"
563,1,"Approximately November 12th, 2021"
564,1,654683
565,1,"The message start string is designed to be unlikely to occur in normal data.
         The characters are rarely used upper ASCII, not valid as UTF-8, and produce
         a large 32-bit integer with any alignment."
566,1,"Note that of those which support the service bits prefix, most only support a subset of"
567,1,possible options.
568,1,This is fine at runtime as we'll fall back to using them as an addrfetch if they don't support the
569,1,"service bits we want, but we should get them updated to support all service bits wanted by any"
570,1,release ASAP to avoid it where possible.
571,1,"Pieter Wuille, only supports x1, x5, x9, and xd"
572,1,"Matt Corallo, only supports x9"
573,1,Luke Dashjr
574,1,"Christian Decker, supports x1 - xf"
575,1,"Jonas Schnelli, only supports x1, x5, x9, and xd"
576,1,"Peter Todd, only supports x1, x5, x9, and xd"
577,1,Sjors Provoost
578,1,Stephan Oeste
579,1,Jason Maurice
580,1,TODO to be specified in a future patch.
581,5,Data from RPC: getchaintxstats 4096 0000000000000000000b9d2ec5a352ecba0592946514a92f14319dc2b367fc72
582,2,nTime
583,2,nTxCount
584,2,dTxRate
585,5,Testnet (v3): public test network which is reset from time to time.
586,2,00000000007f6655f22f98e72ed80d8b06dc761d5da09df0fa1dc4be4f861eb6
587,2,000000002104c8c45e99a8853285a3b592602a3ccde2b832481da85e9e4ba182
588,2,00000000025e930139bac5c6c31a403776da130831ab85be56578f3fa75369bb
589,2,00000000002b980fcd729daaa248fd9316a5200e9b367f4ff2c42453e84201ca
590,1,segwit activation height + miner confirmation window
591,1,two weeks
592,1,75% for testchains
593,2,nPowTargetTimespan / nPowTargetSpacing
594,1,No activation delay
595,1,Deployment of Taproot (BIPs 340-342)
596,1,"April 24th, 2021"
597,1,"August 11th, 2021"
598,1,No activation delay
599,1,1864000
600,1,nodes with support for servicebits filtering should be at the top
601,1,"Just a static list of stable node(s), only supports x9"
602,1,TODO to be specified in a future patch.
603,5,Data from RPC: getchaintxstats 4096 000000000000006433d1efec504c53ca332b64963c425395515b01977bd7b3b0
604,2,nTime
605,2,nTxCount
606,2,dTxRate
607,5,Signet: test network with an additional consensus parameter (see BIP325).
608,1,9434
609,5,Data from RPC: getchaintxstats 4096 0000002a1de0f46379358c1fd09906f7ac59adf3712323ed90eb59e4c183c020
610,2,nTime
611,2,nTxCount
612,2,dTxRate
613,1,two weeks
614,1,90% of 2016
615,2,nPowTargetTimespan / nPowTargetSpacing
616,1,No activation delay
617,1,Activation of Taproot (BIPs 340-342)
618,1,No activation delay
619,1,message start is defined as the first 4 bytes of the sha256d of the block script
620,1,"Regression test: intended for private networks only. Has minimal difficulty to ensure that
 blocks can be found instantly."
621,1,BIP34 activated on regtest (Used in functional tests)
622,1,BIP65 activated on regtest (Used in functional tests)
623,1,BIP66 activated on regtest (Used in functional tests)
624,1,CSV activated on regtest (Used in rpc activation tests)
625,1,SEGWIT is always activated on regtest unless overridden
626,1,two weeks
627,1,75% for testchains
628,1,Faster than normal for regtest (144 instead of 2016)
629,1,No activation delay
630,1,No activation delay
631,1,!< Regtest mode doesn't have any fixed seeds.
632,1,!< Regtest mode doesn't have any DNS seeds.
633,1,Allows modifying the Version Bits regtest parameters.
634,1,Copyright (c) 2010 Satoshi Nakamoto
635,1,Copyright (c) 2009-2020 The Bitcoin Core developers
636,1,"Distributed under the MIT software license, see the accompanying"
637,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
638,1,"Port numbers for incoming Tor connections (8334, 18334, 38334, 18445) have
 been chosen arbitrarily to keep ranges of used ports tight."
639,1,Copyright (c) 2012-2020 The Bitcoin Core developers
640,1,"Distributed under the MIT software license, see the accompanying"
641,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
642,1,"Name of client reported in the 'version' message. Report the same name
 for both bitcoind and bitcoin-qt, to make it harder for attackers to
 target servers or GUI users specifically."
643,5,"The <obj/build.h>, which is generated by the build environment (share/genbuild.sh),"
644,1,could contain only one line of the following:
645,5,"- ""#define BUILD_GIT_TAG ..."", if the top commit is tagged"
646,5,"- ""#define BUILD_GIT_COMMIT ..."", if the top commit is not tagged"
647,1,"- ""// No build information available"", if proper git information is not available"
648,5,"! git will put ""#define GIT_COMMIT_ID ..."" on the next line inside archives."
649,5,Format the subversion field according to BIP 14 spec (https://github.com/bitcoin/bips/blob/master/bip-0014.mediawiki)
650,1,Copyright (c) 2012-2020 The Bitcoin Core developers
651,1,"Distributed under the MIT software license, see the accompanying"
652,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
653,1,The parent only has an empty entry for this outpoint; we can consider our
654,1,version as fresh.
655,1,"If the coin exists in this cache as a spent coin and is DIRTY, then"
656,1,its spentness hasn't been flushed to the parent cache. We're
657,1,re-adding the coin to this cache now but we can't mark it as FRESH.
658,1,If we mark it FRESH and then spend it before the cache is flushed
659,1,we would remove it from this cache and would never flush spentness
660,1,to the parent cache.
661,1,Re-adding a spent coin can happen in the case of a re-org (the coin
662,1,is 'spent' when the block adding it is disconnected and then
663,1,re-added when it is also added in a newly connected block).
664,1,"If the coin doesn't exist in the current cache, or is spent but not"
665,1,"DIRTY, then it can be marked FRESH."
666,1,"Coinbase transactions can always be overwritten, in order to correctly"
667,1,deal with the pre-BIP30 occurrences of duplicate coinbase transactions.
668,1,Ignore non-dirty entries (optimization).
669,1,"The parent cache does not have an entry, while the child cache does."
670,1,We can ignore it if it's both spent and FRESH in the child
671,1,"Create the coin in the parent cache, move the data up"
672,1,and mark it as dirty.
673,1,We can mark it FRESH in the parent if it was FRESH in the child
674,1,Otherwise it might have just been flushed from the parent's cache
675,1,and already exist in the grandparent
676,1,Found the entry in the parent cache
677,1,"The coin was marked FRESH in the child cache, but the coin"
678,1,"exists in the parent cache. If this ever happens, it means"
679,1,the FRESH flag was misapplied and there is a logic error in
680,1,the calling code.
681,1,"The grandparent cache does not have an entry, and the coin"
682,1,has been spent. We can just delete it from the parent cache.
683,1,A normal modification.
684,1,NOTE: It isn't safe to mark the coin as FRESH in the parent
685,1,cache. If it already existed and was spent in the parent
686,1,cache then marking it FRESH would prevent that spentness
687,1,from being flushed to the grandparent.
688,1,Cache should be empty when we're calling this.
689,1,Starting the shutdown sequence and returning false to the caller would be
690,1,"interpreted as 'entry not found' (as opposed to unable to read data), and"
691,1,"could lead to invalid interpretation. Just exit immediately, as we can't"
692,1,"continue anyway, and all writes should be atomic."
693,1,Copyright (c) 2009-2010 Satoshi Nakamoto
694,1,Copyright (c) 2009-2019 The Bitcoin Core developers
695,1,"Distributed under the MIT software license, see the accompanying"
696,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
697,1,"These check for scripts for which a special case with a shorter encoding is defined.
They are implemented separately from the CScript test, as these test for exact byte
sequence correspondences, and are more strict. For example, IsToPubKey also verifies
whether the public key is valid (as invalid ones cannot be represented in compressed
form)."
698,1,"if not fully valid, a case that would not be compressible"
699,1,Amount compression:
700,1,"If the amount is 0, output 0"
701,1,"first, divide the amount (in base units) by the largest power of 10 possible; call the exponent e (e is max 9)"
702,1,"if e<9, the last digit of the resulting number cannot be 0; store it as d, and drop it (divide by 10)"
703,1,call the result n
704,5,output 1 + 10*(9*n + d - 1) + e
705,5,"if e==9, we only know the resulting number is not zero, so output 1 + 10*(n - 1) + 9"
706,5,"(this is decodable, as d is in [1-9] and e is in [0-9])"
707,5,x = 0  OR  x = 1+10*(9*n + d - 1) + e  OR  x = 1+10*(n - 1) + 9
708,2,x = 10*(9*n + d - 1) + e
709,2,x = 9*n + d - 1
710,2,x = n
711,1,Copyright (c) 2009-2020 The Bitcoin Core developers
712,1,"Distributed under the MIT software license, see the accompanying"
713,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
714,5,Allow OP_RESERVED to get into mapOpNames
715,5,Convenience: OP_ADD and just ADD are both recognized:
716,5,"strName starts with ""OP_"""
717,1,namespace
718,5,"Empty string, ignore. (boost::split given '' will return one word)"
719,1,Number
720,1,limit the range of numbers ParseScript accepts in decimal
721,5,since numbers outside -0xFFFFFFFF...0xFFFFFFFF are illegal in scripts
722,1,"Raw hex data, inserted NOT pushed onto stack:"
723,1,"Single-quoted string, pushed as data. NOTE: this is poor-man's"
724,1,"parsing, spaces/tabs/newlines in single-quoted strings won't work."
725,5,"opcode, e.g. OP_ADD or ADD:"
726,1,Check that all of the input and output scripts of a transaction contains valid opcodes
727,1,Check input scripts for non-coinbase txs
728,1,Check output scripts
729,1,General strategy:
730,1,- Decode both with extended serialization (which interprets the 0x0001 tag as a marker for
731,1,the presence of witnesses) and with legacy serialization (which interprets the tag as a
732,1,0-input 1-output incomplete transaction).
733,1,- Restricted by try_no_witness (which disables legacy if false) and try_witness (which
734,1,disables extended if false).
735,2,#NAME?
736,2,#NAME?
737,2,#NAME?
738,1,- If both decode attempts succeed:
739,2,#NAME?
740,2,#NAME?
741,1,"Try decoding with extended serialization support, and remember if the result successfully"
742,1,consumes the entire input.
743,1,Fall through.
744,5,"Optimization: if extended decoding succeeded and the result passes CheckTxScriptsSanity,"
745,1,don't bother decoding the other way.
746,1,"Try decoding with legacy serialization, and remember if the result successfully consumes the entire input."
747,1,Fall through.
748,5,"If legacy decoding succeeded and passes CheckTxScriptsSanity, that's our answer, as we know"
749,1,at this point that extended decoding either failed or doesn't pass the sanity check.
750,1,"If extended decoding succeeded, and neither decoding passes sanity, return the extended one."
751,1,"If legacy decoding succeeded and extended didn't, return the legacy one."
752,1,"If none succeeded, we failed."
753,1,Copyright (c) 2009-2020 The Bitcoin Core developers
754,1,"Distributed under the MIT software license, see the accompanying"
755,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
756,5,"Create the assembly string representation of a CScript object.
 @param[in] script    CScript object to convert into the asm string representation.
 @param[in] fAttemptSighashDecode    Whether to attempt to decode sighash types on data within the script that matches the format
                                     of a signature. Only pass true for scripts you believe could contain signatures. For example,
                                     pass false, or omit the this argument (defaults to false), for scriptPubKeys."
757,5,the IsUnspendable check makes sure not to try to decode OP_RETURN data that may match the format of a signature
758,1,goal: only attempt to decode a defined sighash type from data that looks like a signature within a scriptSig.
759,1,this won't decode correctly formatted public keys in Pubkey or Multisig scripts due to
760,5,the restrictions on the pubkey formats (see IsCompressedOrUncompressedPubKey) being incongruous with the
761,5,checks in CheckSignatureEncoding.
762,1,remove the sighash type byte. it will be replaced by the decode.
763,5,"TODO: from v23 (""addresses"" and ""reqSigs"" deprecated) this method should be refactored to remove the `include_addresses` option"
764,1,this method can also be combined with `ScriptToUniv` as they will overlap
765,1,"Transaction version is actually unsigned in consensus checks, just signed in memory,"
766,1,so cast to unsigned before giving it to the user.
767,5,"If available, use Undo data to calculate the fee. Note that txundo == nullptr"
768,1,for coinbase transactions and for transactions where undo data is unavailable.
769,5,"The hex-encoded transaction. Used the name ""hex"" to be consistent with the verbose output of ""getrawtransaction""."
770,1,Copyright (c) 2012-2019 The Bitcoin Core developers
771,1,"Distributed under the MIT software license, see the accompanying"
772,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
773,5,"This code is adapted from posix_logger.h, which is why it is using vsprintf."
774,1,Please do not do this in normal code
775,1,Print the message
776,1,"Do not use vsnprintf elsewhere in bitcoin source code, see above."
777,1,Truncate to available space if necessary
778,1,Try again with larger buffer
779,1,Add newline if necessary
780,1,Continued
781,5,On most platforms the default setting of max_open_files (which is 1000)
782,1,is optimal. On Windows using a large file count is OK because the handles
783,5,do not interfere with select() loops. On 64-bit Unix hosts this value is
784,1,"also OK, because up to that amount LevelDB will use an mmap"
785,1,implementation that does not use extra file descriptors (the fds are
786,1,closed after being mmap'ed).
787,1,Increasing the value beyond the default is dangerous because LevelDB will
788,1,fall back to a non-mmap implementation when the file count is too large.
789,1,On 32-bit Unix host we should decrease the value because the handles use
790,1,"up real fds, and we want to avoid fd exhaustion issues."
791,1,See PR #12495 for further discussion.
792,1,up to two write buffers may be held in memory simultaneously
793,1,LevelDB versions before 1.16 consider short writes to be corruption. Only trigger error
794,1,on corruption in later versions.
795,1,"The base-case obfuscation key, which is a noop."
796,1,Initialize non-degenerate obfuscation if it won't upset
797,1,"existing, non-obfuscated data."
798,5,Write `new_key` so we don't obfuscate the key with itself
799,1,Prefixed with null character to avoid collisions with other keys
800,1,We must use a string constructor which specifies length so that we copy
801,1,past the null-terminator.
802,1,"Returns a string (consisting of 8 random bytes) suitable for use as an
 obfuscating XOR key."
803,5,namespace dbwrapper_private
804,1,Copyright (c) 2018-2020 The Bitcoin Core developers
805,1,"Distributed under the MIT software license, see the accompanying"
806,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
807,1,namespace interfaces
808,1,Copyright (c) 2018-2021 The Bitcoin Core developers
809,1,"Distributed under the MIT software license, see the accompanying"
810,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
811,5,Call <command> enumerate
812,1,Check for error
813,1,Check if fingerprint is present
814,1,Skip duplicate signer
815,1,Serialize the PSBT
816,1,Check if signer fingerprint matches any input master key fingerprint
817,2,ENABLE_EXTERNAL_SIGNER
818,1,Copyright (c) 2009-2010 Satoshi Nakamoto
819,1,Copyright (c) 2009-2019 The Bitcoin Core developers
820,1,"Distributed under the MIT software license, see the accompanying"
821,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
822,1,Avoid fseek to nPos
823,1,Copyright (c) 2017-2020 The Bitcoin Core developers
824,1,"Distributed under the MIT software license, see the accompanying"
825,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
826,1,Exclusive file locking is broken on WSL using fcntl (issue #18622)
827,1,This workaround can be removed once the bug on WSL is fixed
828,1,Convert from Multi Byte to utf-16
829,1,Convert from utf-16 to utf-8
830,5,reference: https://github.com/gcc-mirror/gcc/blob/gcc-7_3_0-release/libstdc%2B%2B-v3/include/std/fstream#L270
831,2,__GLIBCXX__
832,2,__GLIBCXX__
833,1,WIN32
834,1,fsbridge
835,1,Copyright (c) 2013-2020 The Bitcoin Core developers
836,1,"Distributed under the MIT software license, see the accompanying"
837,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
838,5,"The following is MurmurHash3 (x86_32), see https://code.google.com/p/smhasher/source/browse/trunk/MurmurHash3.cpp"
839,2,----------
840,1,body
841,2,----------
842,1,tail
843,2,----------
844,1,finalization
845,1,Copyright (c) 2015-2020 The Bitcoin Core developers
846,1,"Distributed under the MIT software license, see the accompanying"
847,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
848,2,boost::trim
849,1,WWW-Authenticate to present with 401 Unauthorized response
850,1,"Simple one-shot callback timer to be used by the RPC mechanism to e.g.
 re-lock the wallet."
851,1,Pre-base64-encoded authentication token
852,1,Stored RPC timer interface (for unregistration)
853,1,List of -rpcauth values
854,1,RPC Auth Whitelist
855,1,Send error reply from json-rpc error object
856,1,This function checks username and password against -rpcauth
857,1,entries from config file.
858,5,Belt-and-suspenders measure if InitRPCAuthentication was not called
859,1,Check if authorized under single-user field
860,1,JSONRPC handles only POST
861,1,Check authorization
862,1,"Deter brute-forcing
           If this results in a DoS the user really
           shouldn't have their RPC port exposed."
863,1,Parse request
864,1,Set the URI
865,1,singleton request
866,1,Send reply
867,1,array of requests
868,1,Parse method
869,1,Copyright (c) 2015-2020 The Bitcoin Core developers
870,1,"Distributed under the MIT software license, see the accompanying"
871,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
872,1,For HTTP status codes
873,1,Maximum size of http request (request line + headers)
874,1,HTTP request work item
875,1,"Simple work queue for distributing work over multiple threads.
 Work items are simply callable objects."
876,1,Precondition: worker threads have all stopped (they have been joined).
877,1,Enqueue a work item
878,1,Thread function
879,1,Interrupt and exit loops
880,1,HTTP module state
881,1,! libevent event loop
882,1,! HTTP server
883,1,! List of subnets to allow RPC connections from
884,1,! Work queue for handling longer requests off the event loop thread
885,1,! Handlers for (sub)paths
886,1,! Bound listening sockets
887,1,Check if a network address is allowed to access the HTTP server
888,1,Initialize ACL list for HTTP server
889,1,always allow IPv4 local subnet
890,1,always allow IPv6 localhost
891,1,HTTP request method as string - use for logging only
892,1,HTTP request callback
893,1,"Disable reading to work around a libevent bug, fixed in 2.2.0."
894,1,Early address-based allow check
895,1,Early reject unknown HTTP methods
896,1,Find registered handler for prefix
897,1,Dispatch to worker thread
898,1,"if true, queue took ownership"
899,1,Callback to reject HTTP requests after shutdown.
900,1,Event dispatcher thread
901,5,Event loop will be interrupted by InterruptHTTPServer()
902,1,Bind HTTP server to specified addresses
903,1,Determine what addresses to bind to
904,1,Default to loopback if not allowing external IPs
905,1,Specific bind address
906,1,Bind addresses
907,1,Simple wrapper to set thread name and run work queue
908,1,libevent event log callback
909,5,EVENT_LOG_WARN was added in 2.0.19; but before then _EVENT_LOG_WARN existed.
910,1,Log warn messages and higher without debug category
911,1,Redirect libevent's logging to our own log
912,1,Update libevent's log handling. Returns false if our version of
913,1,"libevent doesn't support debug logging, in which case we should"
914,5,clear the BCLog::LIBEVENT flag.
915,1,Create a new evhttp object to handle requests.
916,5,transfer ownership to eventBase/HTTP via .release()
917,5,Can't update libevent logging if version < 02010100
918,1,Reject requests on current connections
919,1,"Unlisten sockets, these are what make the event loop running, which means"
920,1,that after this and all connections are closed the event loop will quit.
921,1,Static handler: simply call inner handler
922,1,immediately trigger event in main thread
923,1,trigger after timeval passed
924,1,Keep track of whether reply was sent to avoid request leaks
925,1,"evhttpd cleans up the request, as long as a reply was sent."
926,1,"Trivial implementation: if this is ever a performance bottleneck,
     internal copying can be avoided in multi-segment buffers by using
     evbuffer_peek and an awkward loop. Though in that case, it'd be even
     better to not copy into an intermediate string but use a stream
     abstraction to consume the evbuffer on the fly in the parsing algorithm."
927,1,returns nullptr in case of empty buffer
928,1,"Closure sent to main thread to request a reply to be sent to
 a HTTP request.
 Replies must be sent in the main loop in the main http thread,
 this cannot be done from worker threads."
929,1,Send event to main http thread to send reply message
930,1,Re-enable reading from the socket. This is the second part of the libevent
931,1,workaround above.
932,1,transferred back to main thread
933,1,evhttp retains ownership over returned address string
934,1,Copyright (c) 2020-2020 The Bitcoin Core developers
935,1,"Distributed under the MIT software license, see the accompanying"
936,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
937,5,"Swap Standard Base64 <-> I2P Base64.
 Standard Base64 uses `+` and `/` as last two characters of its alphabet.
 I2P Base64 uses `-` and `~` respectively.
 So it is easy to detect in which one is the input and convert to the other.
 @param[in] from Input to convert.
 @return converted `from`"
938,5,"Decode an I2P-style Base64 string.
 @param[in] i2p_b64 I2P-style Base64 string.
 @return decoded `i2p_b64`
 @throw std::runtime_error if decoding fails"
939,5,"Derive the .b32.i2p address of an I2P destination (binary).
 @param[in] dest I2P destination.
 @return the address that corresponds to `dest`
 @throw std::runtime_error if conversion fails"
940,5,"Derive the .b32.i2p address of an I2P destination (I2P-style Base64).
 @param[in] dest I2P destination.
 @return the address that corresponds to `dest`
 @throw std::runtime_error if conversion fails"
941,5,"Timeout, no incoming connections within MAX_WAIT_FOR_IO."
942,1,Private methods
943,5,"Don't log the full ""SESSION CREATE ..."" because it contains our private key."
944,1,It could take a few minutes for the I2P router to reply as it is querying the I2P network
945,5,"(when doing name lookup, for example). Notice: `RecvUntilTerminator()` is checking"
946,5,"`m_interrupt` more often, so we would not be stuck here for long if `m_interrupt` is"
947,1,signaled.
948,2,https://geti2p.net/spec/common-structures#key-certificates
949,5,"""7"" or ""EdDSA_SHA512_Ed25519"" - ""Recent Router Identities and Destinations""."
950,1,"Use ""7"" because i2pd <2.24.0 does not recognize the textual form."
951,5,"umask is set to 077 in init.cpp, which is ok (unless -sysperms is given)"
952,5,From https://geti2p.net/spec/common-structures#destination:
953,1,"""They are 387 bytes plus the certificate length specified at bytes 385-386, which may be"
954,1,"non-zero"""
955,1,"full is an overkill, too verbose in the logs"
956,1,"If our session id is invalid, then force session re-creation on next usage."
957,2,namespace sam
958,2,namespace i2p
959,1,Copyright (c) 2009-2010 Satoshi Nakamoto
960,1,Copyright (c) 2009-2020 The Bitcoin Core developers
961,1,"Distributed under the MIT software license, see the accompanying"
962,5,file COPYING or http://www.opensource.org/licenses/mit-license.php.
963,1,"Win32 LevelDB doesn't use filedescriptors, and the ones used for"
964,1,accessing block files don't count towards the fd_set size limit
965,1,anyway.
966,1,The PID file facilities.
967,2,////////////////////////////////////////////////////////////////////////////
968,1,Shutdown
969,1,Thread management and startup/shutdown:
970,1,The network-processing threads are all part of a thread group
971,5,created by AppInit() or the Qt main() function.
972,5,A clean exit happens when StartShutdown() or the SIGTERM
973,5,"signal handler sets ShutdownRequested(), which makes main thread's"
974,5,WaitForShutdown() interrupts the thread group.
975,5,"And then, WaitForShutdown() makes all other on-going threads"
976,1,in the thread group join the main thread.
977,5,"Shutdown() is then called to clean up database connections, and stop other"
978,1,threads that should only be stopped after the main network-processing
979,1,threads have exited.
980,1,"Shutdown for Qt is very similar, only it uses a QTimer to detect"
981,5,"ShutdownRequested() getting set, and then does the normal Qt"
982,1,shutdown thing.
983,5,"/ Note: Shutdown() must be able to handle cases in which initialization failed part of the way,"
984,1,/ for example if the data directory was found to be locked.
985,1,/ Be sure that anything that writes files or flushes caches only does this if the respective
986,1,/ module was initialized.
987,1,"Because these depend on each-other, we make sure that neither can be"
988,1,using the other before destroying them.
989,1,"After everything has been shut down, but before things get flushed, stop the"
990,5,"CScheduler/checkqueue, scheduler and load block thread."
991,1,"After the threads that potentially access these pointers have been stopped,"
992,1,destruct and reset all to nullptr.
993,1,"Drop transactions we were still watching, and record fee estimations."
994,5,"FlushStateToDisk generates a ChainStateFlushed callback, which we should avoid missing"
995,1,After there are no more peers/RPC left to give us new data which may generate
996,1,"CValidationInterface callbacks, flush them..."
997,1,Stop and delete all indexes only after flushing background callbacks.
998,1,Any future callbacks will be dropped. This should absolutely be safe - if
999,1,"missing a callback results in an unrecoverable situation, unclean shutdown"
1000,1,would too. The only reason to do the above flushes is to let the wallet catch
1001,1,up with our current chain to avoid any strange pruning edge cases and make
1002,1,next startup faster by avoiding rescan.
1003,1,"Signal handlers are very limited in what they are allowed to do.
 The execution context the handler is invoked in is not guaranteed,
 so we restrict handler operations to just touching variables:"
1004,1,server-only for now
1005,1,Hidden Options
1006,5,GUI args. These will be overwritten by SetupUIArgs for the GUI
1007,2,USE_NATPMP
1008,1,Add the hidden options
1009,1,thread runs free
1010,1,Parameter interaction based on rules
1011,1,"when specifying an explicit binding address, you want to listen on it"
1012,1,even when -connect or -proxy is specified
1013,1,"when only connecting to trusted nodes, do not seed via DNS, or listen by default"
1014,1,"to protect privacy, do not listen by default if a default proxy server is specified"
1015,5,"to protect privacy, do not map ports when a proxy is set. The user may still specify -listen=1"
1016,1,"to listen locally, so don't rely on this happening through -listen below."
1017,1,"to protect privacy, do not discover addresses by default"
1018,1,do not map ports or try to retrieve public IP when not listening (pointless)
1019,1,"if an explicit public IP is specified, do not try to find others"
1020,1,disable whitelistrelay in blocksonly mode
1021,1,Forcing relay from whitelisted hosts implies we will accept relays from them in the first place.
1022,1,"Initialize global loggers.

 Note that this is called very early in the process lifetime, so you should be
 careful about what global state you rely on here."
1023,1,Variables internal to initialization process only
1024,1,namespace
1025,5,"Rather than throwing std::bad-alloc if allocation fails, terminate"
1026,1,immediately to (try to) avoid chain corruption.
1027,5,"Since LogPrintf may itself allocate memory, set the handler directly"
1028,1,to terminate first.
1029,1,"The log was successful, terminate now."
1030,1,********************************************************* Step 1: setup
1031,1,Turn off Microsoft heap dump noise
1032,1,"Disable confusing ""helpful"" text message on abort, Ctrl-C"
1033,1,Enable heap terminate-on-corruption
1034,1,Clean shutdown on SIGTERM
1035,1,Reopen debug.log on SIGHUP
1036,1,"Ignore SIGPIPE, otherwise it will bring the daemon down if the client closes unexpectedly"
1037,1,********************************************************* Step 2: parameter interactions
1038,5,also see: InitParameterInteraction()
1039,5,"Error if network-specific options (-addnode, -connect, etc) are"
1040,1,"specified in default section of config file, but not overridden"
1041,1,on the command line or in this network's section of the config file.
1042,1,Warn if unrecognized section name are present in the config file.
1043,1,parse and validate enabled filter types
1044,5,Signal NODE_COMPACT_FILTERS if peerblockfilters and basic filters index are both enabled.
1045,1,"if using block pruning, then disallow txindex and coinstatsindex"
1046,1,-bind and -whitebind can't be set when not listening
1047,1,Make sure enough file descriptors are available
1048,1,"Trim requested connection counts, to fit into system limitations"
1049,5,<int> in std::min<int>(...) to work around FreeBSD compilation issue described in #2695
1050,1,********************************************************* Step 3: parameter-to-internal-flags
1051,1,mempool limits
1052,1,incremental relay fee sets the minimum feerate increase necessary for BIP 125 replacement in the mempool
1053,1,and the amount the mempool min fee increases above the feerate of txs evicted due to mempool limiting.
1054,1,block pruning; get the amount of disk space (in MiB) to allot for block & undo files
1055,2,manual pruning: -prune=1
1056,5,High fee check is done afterward in CWallet::Create()
1057,1,Allow only setting incrementalRelayFee to control both
1058,1,Sanity check argument for min fee for including tx in block
1059,1,TODO: Harmonize which arguments need sanity checking and where that happens
1060,1,Feerate used to define dust.  Shouldn't be changed lightly as old
1061,1,implementations may inadvertently create non-standard transactions
1062,1,Option to startup with mocktime set (used for regression testing):
1063,5,SetMockTime(0) is a no-op
1064,1,Make sure only a single Bitcoin process is using the data directory.
1065,1,********************************************************* Step 4: sanity checks
1066,1,"Probe the data directory lock to give an early error message, if possible"
1067,5,"We cannot hold the data directory lock here, as the forking for daemon() hasn't yet happened,"
1068,1,and a fork will cause weird behavior to it.
1069,1,After daemonization get the data directory lock again and hold on to it until exit
1070,1,"This creates a slight window for a race condition to happen, however this condition is harmless: it"
1071,1,will at most make us exit without printing a message to console.
1072,5,Detailed error printed inside LockDataDirectory
1073,1,Create client interfaces for wallets that are supposed to be loaded
1074,1,according to -wallet and -disablewallet options. This only constructs
1075,1,"the interfaces, it doesn't load wallet data. Wallets actually get loaded"
1076,5,when load() and start() interface methods are called below.
1077,1,********************************************************* Step 4a: application initialization
1078,5,Detailed error printed inside CreatePidFile().
1079,5,Detailed error printed inside StartLogging().
1080,1,Warn about relative -datadir path.
1081,2,Continued
1082,5,-par=0 means autodetect (number of cores - 1 script threads)
1083,5,"-par=-n means ""leave n cores free"" (number of cores - n - 1 script threads)"
1084,1,Subtract 1 because the main thread counts towards the par threads
1085,5,Number of script-checking threads <= MAX_SCRIPTCHECK_THREADS
1086,1,Start the lightweight task scheduler thread
1087,1,Gather some entropy once per minute.
1088,1,"Register RPC commands regardless of -server setting so they will be
    available in the GUI RPC console even if external calls are disabled."
1089,1,"Start the RPC server already.  It will be started in ""warmup"" mode
    and not really process calls already (but it will signify connections
    that the server is there and will be ready later).  Warmup mode will
    be disabled when initialisation is finished."
