ID,Class,Text
376,1,Reproducing this is probably key to sorting out the problem.
377,1,"in mozilla's 'Preferences...',so this is my suggestion, that user can view the"
378,1,before that.
379,2,https://dxr.mozilla.org/mozilla-central/source/layout/generic/nsImageFrame.cpp?from=nsImageFrame.cpp&case=true#1281
380,1,"Smaug says the spec about this is still not stable, and this certainly doesn't need to block alpha1 IMO. Updating blocking status..."
381,2,"pref(""hal.processPriorityManager.gonk.FOREGROUND_HIGH.OomScoreAdjust"", 67);"
382,1,This was fixed on
383,1,pushed some separated patch series to try.
384,2,DLS Version: 1.00.0016.0002
385,2,#NAME?
386,1,"time I've been asked to type in that master password, it never accepts it."
387,1,and Michael Krax confirmed today (per e-mail) that the iconURL part is basically
388,1,"I don't understand the sequence of events, actually."
389,1,"In the other sydneyaudio backends, we added code to sa_stream_drain to check if any audio data is buffered but playback has not started, then force any buffered writes and start playback if necessary.  This works if the short sounds are played via the media decoders, since they're guaranteed to call sa_stream_drain.  Unfortunately, it doesn't help for short sounds played via mozWriteAudio because there's no clear point at which to drain."
390,1,"doc state: complete, not initial, showing, visible, active"
391,2,#3   0x70015d18 in _pthread_cond_wait ()
392,5,landed on v2.0m : https://github.com/mozilla-b2g/gaia/commit/a1b5959728c8bc2a82354e197bb161922d419866
393,1,"Here's another try at this, using some of the ideas of the patch I submitted last year and feedback from Mark's review."
394,5,Gecko-Rev       https://hg.mozilla.org/mozilla-central/rev/9ee9e193fc48
395,5,Built from http://hg.mozilla.org/releases/mozilla-1.9.2/rev/5ba5f965c12b
396,2,"Product ID	FirefoxTrunk"
397,1,"As discussed on IRC, we don't want to auto-unwrap scripted proxies when calling non-generic methods. We already don't do this for scripted indirect proxies, and this patch does the same for direct ones."
398,1,The Media Storage should be disable
399,3,line 981
400,2,"if (col.value != -1 && !col.value.cycler && obj.value != ""twisty"")"
401,2,pi
402,1,"1.8.1, not 1.8...  (and what happened to baking on trunk before landing on the branch?)"
403,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 6.0; en-GB; rv:1.9.1b4) Gecko/20090423 Firefox/3.5b4 (.NET CLR 3.5.30729)
404,1,Asynchronous Pan/Zoom: wheel input enabled; touch input enabled
405,1,No risk to desktop Aurora because click-to-play is mobile only for now. Approved for Aurora 13.
406,2,Fm_90.png to Fm@1.5x
407,1,"I searched the bug list many, many times for keywords related to this bug, but nothing came up.  Clearly bug 171255 is identical to this, so I'll resolve it.  Please vote for bug 171255 !"
408,2,#include <sys/statvfs.h>
409,3,"0x028f9184, int * 0x0012cc98) line 3880 + 56 bytes"
410,3,0417ff6c 0032e03d nspr4!_PR_NativeRunThread(void * arg = 0x02db7b80)+0x169 [e:\builds\moz2_slave\release-mozilla-1.9.2-win32_build\build\nsprpub\pr\src\threads\combined\pruthr.c @ 448]
411,2,document.urlform.urls.options[x].value
412,2,Device Name            hammerhead
413,2,https://ftp.mozilla.org/pub/mozilla.org/firefox/nightly/2014/01/2014-01-15-mozilla-central-debug/firefox-29.0a1.en-US.debug-linux-i686.txt
414,1,Reasonable question.  See the profile in the bug this one blocks.  With the
415,3,"22:29:15     INFO -   9  xul.dll!js::CrossCompartmentWrapper::call(JSContext *,JS::Handle<JSObject *>,JS::CallArgs const &) [CrossCompartmentWrapper.cpp:30d59f3fb7e8 : 309 + 0xd]"
416,1,"(as with Bug 656853, I discovered this while writing tests for bug 308590)"
417,1,"Hi reporter,"
418,1,It's a bit unfortunate that information that we haven't disclosed (a PoC in a non-public bug
419,2,-----------------------------------------------------------------
420,1,plussing
421,2,Win6.0  0.16
422,2,}
423,2,http://searchfox.org/mozilla-central/rev/8562d3859b89ac89f46690b9ed2c473e0728d6c0/js/xpconnect/src/XPCJSContext.cpp#1242
424,2,doc = fr.contentWindow.document;
425,1,"Move this outside ""while (true)"""
426,1,I just put an approval-mozilla-b2g30? request in for bug 964537
427,1,Documentation added:
428,1,Found it. It was in patch 0010-Fix-display-problem.patch
429,1,caption (and still eating memory).
430,2,https://github.com/mozilla-b2g/gaia/blob/master/customization/browser.json
431,2,...
432,4,10:06:18 INFO - 1577 INFO TEST-START | dom/media/tests/mochitest/test_peerConnection_close.html
433,1,This is the final patch that should be good for first cut. I will file followups for the know limitations etc.
434,4,Firmware Date          Sun May  3 19:40:11 EDT 2015
435,2,"nsHTMLReflowState const&, int, int, unsigned, unsigned&) + 148"
436,1,by instead forcing creating an instance of settingsManager. Measurements
437,1,"null isn't an object when it's used in call or apply either, how would the inconsistency be justified?  When you all a function without an explicit this, you get the global object -- for all cases on the web that I know of."
438,4,17:34:07     INFO -       r4 = 0xbeb4ee54    r5 = 0x00000000    r6 = 0x431afa80    r7 = 0xbeb4ee1c
439,1,"In that attachment you had set layout.css.dpi to 96, right? If you set it to -1, or what you told Gnome (180), does bugzilla look unacceptable?"
440,2,p->MaybeResolve(true);
441,2,IE:Mac 5     (MacRoman)
442,4,"RCS file: /cvsroot/mozilla/widget/src/windows/nsToolkit.cpp,v"
443,2,https://hg.mozilla.org/mozilla-central/rev/632404d4d00b
444,1,from /home/karl/.mozilla/plugins/libflashplayer.so
445,4,#7  0x00007f877e8137c3 in ?? () from /usr/lib/xulrunner-1.9.0.11/libxul.so
446,2,MAX_COOKIES_PER_SERVER).
447,1,The current HKSCS support in Mozilla is limited to HKSCS-1999.  Now that
448,1,"(3/3, 100%, etc)"
449,1,gfx/src/xprintutil/xprintutil.c: * Retun error if printer does not support setting an orientation
450,2,PEP WARNING    | test_largedoc.js | open_page | unresponsive time: 2435 ms
451,1,"here that localized character in any page are rendered as ""diamonds with ?"","
452,2,application/x-itool    iTools Commands    itl    Yes
453,1,Expect Firefox to restart properly and to load the netcraft toolbar extension.
454,1,Always put a space before (
455,1,"I understand the approach you're suggesting now, and am willing to go that route. The patch you proposed almost does it, but misses a few other areas where canonicalization is necessary."
456,1,is still running. Launching Mozilla again at that point produces no result. Need
457,1,Minimal example:
458,1,"benc, is this a dup, or d'you know about it already?"
459,1,"roc can you review the code, please."
460,2,gfx.driver-init.status: 2
461,4,User Agent: Mozilla/5.0 (Mobile; rv:40.0) Gecko/40.0 Firefox/40.0
462,4,"OS X 10.5.2 mozilla-central debug test mochitests-2/5 [testfailed] Started 10:06, finished 10:44"
463,2,v1.2: 3c89aab6777f0ece3b30545b9b9bc7139c70d9b2
464,1,In Safe Mode it works fine after restart.
465,1,"Looks good, thanks!"
466,1,"values, so they don't really mean much and it's probably not"
467,2,r+a=ben@mozilla.org
468,1,"This -Wimplicit-fallthrough warning has actually been fixed in Blink's upstream Decimal.cpp. I tried updating our Decimal.cpp snapshot and reapplying our in-tree patches, but there were some merge conflicts from upstream changes I didn't understand well enough to resolve confidently."
469,1,Steps to Reproduce:
470,1,were prefs that used to work for this that we've explicitly removed in the last
471,1,"The cross-process mutex stuff should definitely be in another patch. I also think someone else should review this for the IPC stuff and general types usage (:blassey perhaps?), as I'm not that well versed in those areas."
472,1,Sound Test Result: Not run
473,1,"For some yet unknown reason, this bug behaves slightly different, when editing a"
474,3,#8   0x028391d4 in nsCSSFrameConstructor::InitAndRestoreFrame(nsIPresContext *)
475,1,2) Select File | Edit Page
476,1,"According to [1], Chrome disables DXVA for resolutions > 1080p on Windows due to faulty faulty drivers and expensive texture copying."
477,2,</quote>
478,4,22:26:14     INFO -  1374 INFO TEST-INFO | MEMORY STAT vsizeMaxContiguous after test: 600571904
479,1,rather stumped.  Is it definitely a consequence of this patch?  What happens if
480,2,https://travis-ci.org/mozilla-b2g/gaia/builds/29854014
481,1,least POST requests (and other non-idempotent methods):
482,1,I found this by disabling all add-ons and enabling them one-by-one.
483,1,"It isn't immediately obvious where the ""and"" points to. Which parts of the the sentence does it glue together?"
484,1,I have only noticed this bug on bugzilla query results pages. It seems to happen
485,1,"Select the filter in the list, make sure ""Inbox"" is selected at the bottom, and click ""Run Now"". This should delete all the bugspam. You can then delete the filter."
486,2,"align=""JUSTIFY"""
487,1,"[Comment 52 is an instance of this on inbound, from the push right *before* this landed, BTW. So all is still well.]"
488,2,Thread 10:
489,2,https://crash-stats.mozilla.com/report/list?signature=JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ApopParenthesesDisjunctionContext%28JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ABackTrackInfoParentheses%2A%29&product=Firefox&query_type=contains&range_unit=weeks&process_type=any&hang_type=any&date=2014-05-12+13%3A00%3A00&range_value=2#tab-reports
490,1,I don't know if .crossOrigin returns the appropriate value if the attribute is missing or set to an invalid value.
491,1,"When the AudioChannelService sends the ""audiochannel-activity"" event, the window ID of the wrapper is the ID of the ""inside app""."
492,1,Done!
493,2,https://hg.mozilla.org/integration/mozilla-inbound/rev/c7dc1afc3c4c
494,2,mmaps   by size class: 8:212979; 9:24573; 10:8190; 11:6141; 12:2048; 13:1024; 14:512; 15:256; 16:192; 17:32; 18:48; 19:8; 20:4;
495,1,* FastListWidget.prototype.insertItemAt will now throw an error if you aren't appending
496,1,"On Home page, when I run the mouse over the photo, the pointer changes to a hand but the link info does not appear.  If I do the same thing in I.E., it works fine"
497,1,"I wonder if this will induce significant delay in the local connection case after stable state has been reached (all shims are patched in). A good benchmark will be the web console, since Mihai has been measuring its performance for quite some time now."
498,1,So you use the full URL for the Cache key here to provide separation between different ServiceWorker scripts within the same origin?  It seems this is not covered in the spec.  Can you open an issue on the SW github to clarify?
499,1,"As for the wkCursor stuff, though, I suspect those methods are thin wrappers around undocumented system calls.  I've encountered this kind of thing before in WebKit."
500,2,#0  0xffffe410 in __kernel_vsyscall ()
501,1,"For potential follow-ups, I've identified:"
502,1,"I'm still forming an opinion here, but the other side of the coin is that Firefox may prefer to keep some control over this part of the UI, given it is in the Firefox chrome.  Eg, a consistent set of icons would allow FF to treat an icon like any other part of the toolbar (full ""customize"" support, for example), or implement other policies.  If the provider was able to show/hide icons, or create new ones that appear unrelated to ones seen before, we'd lose some control over the UX."
503,1,Steps to Reproduce:
504,2,<head>
505,1,reports on it. Lots of work needs doing here!
506,1,give us slightly better behavior.  We could look at putting a hard cap on the
507,1,More reports at:
508,5,http://www.unicode.org/standard/translations/persian.html (The bug is reproducible)
509,1,"isNaN is probably a leftover from former days. Since we have a number box, it's not needed. This code should use .valueNumber instead of .value."
510,1,Reproducible: Always
511,1,"Now that Beta 5 has came out, I do not see this error any longer."
512,4,"E/GeckoConsole(  649): [JavaScript Warning: ""Error in parsing value for 'font-size'.  Declaration dropped."" {file: ""app://communications.gaiamobile.org/dialer/index.html#keyboard-view"" line: 0 column: 0 source: ""40""}]"
513,2,+    }
514,1,This version is compatible with tip.
515,1,Why stringifying then parsring?
516,2,"19 	ntdll.dll 	_RtlUserThreadStart"
517,2,0:000> |* ~* kp
518,2,new TestCase();
519,4,I/Gecko   (18024): *** Search: metadata init: starting
520,1,3. Switch to the tab containing the Javascripted page and notice the added delay
521,1,"I would limit it to even less. Note that you often find much less in the cache, even after surfing for hours. The memory cache is hardly used these days. Maybe a fixed number of 1MB ?"
522,1,"With these patches, the benchmark spends almost all the browser-process time simply doing fills to copy the plugin Image surface to the window's HDC. No double-buffering, no ThebesLayer compositing."
523,3,"11:38:52 INFO - [Child 773] WARNING: NS_ENSURE_TRUE(node) failed: file ../../../gecko/layout/base/nsDocumentViewer.cpp, line 3530"
524,1,It should leave space for my answer displaying my signature at the botton.
525,1,p.s. remember to use |feedback?| flag next time.
526,2,=============================================================
527,1,"I have no time to work on mozilla at the moment, so dougt is taking over FTP"
528,1,*** This bug has been marked as a duplicate of 252147 ***
529,1,"The Gadget box with Firefox is the appropriate size, but no gadget is displayed at all, just an infinitely spinning ""loading"" wheel."
530,1,"Re-tested this just in case and still cannot reproduce it, closing as WFM."
531,1,Thanks
532,1,Review of attachment 8750985:
533,1,There were some whitespace differences between the two branches. I verified that this patch is the same by doing |diff -w 1.9patch thispatch| and noticing that none of the added or removed lines showed up.
534,1,"edge as first edge, so that it works for both ltr and rtl conditions. Its not"
535,5,"(I haven't looked at how these particular ones are labeled, fwiw, but just the concept of having a single <toolbaritem> wrapping a <toolbarbutton> is not unheard of. I vaguely recall running into some when we did Australis' styling as well.)"
536,2,http://video.tickerforum.org/cgi-bin/feedme?m4v=2008-0911
537,1,New lines and indents in the C code sample
538,1,For good measure it also Releases the current nsIAppShell object one
539,1,"Ikura, AU116, 24/05 vendor build"
540,1,I begin to type an address.
541,1,radars should now be considered deprecated in favour of keywords.
542,1,uninstalling latest-0.8) and removing mozilla and phoenix dirs.  Also added reg
543,2,====================================================================================================
544,2,"@@ +482,3 @@"
545,1,"Further, the too bar declaration does not always appear.   DANGEROUS."
546,1,"2.Click on the ""Global"" link underneath the title ""Global"""
547,1,We have bug 555728 for this I think.
548,2,"<LI><A HREF=""Inside/""><FONT SIZE=""+1"">Inside"
549,1,Review of attachment 666328:
550,1,"found. I get the old ""Unable to determine IP address from host name for home""."
551,4,"cl 	14.00.50727.762 	-GR- -GL -wd4624 -wd4952 -TP -nologo -Zc:wchar_t- -W3 -Gy -Fd$(PDBFILE)"
552,1,"We can reproduce this bug when monkey test. Please see snapshot.jpg in my log, maybe this bug caused by dialer or status bar, and we can find ""AsyncChannel error"" in bugreport."
553,1,be changed to always copy?
554,3,+0x00000344 [/usr/local/lib/mozilla-1.8a5/components/libgklayout.so +0x0037059E]
555,1,There's absolutely no justification for breaking the DNS spec here.  The
556,1,Some hacking says:
557,2,::: configure.in
558,1,"The call's probably not too horrible, but its need to spill ecx and edx for the first two arguments is probably the killer, combined with likely-dumb codegen that starts with the usual function prologue."
559,1,happen reliably.)
560,1,"If you believe initEvent() is actually doing something in this case in non-Firefox browsers, please say exactly what and show evidence to that effect.  Preferably, please give a test-case that behaves in a different way (in non-Firefox browsers) if initEvent() is deleted entirely."
561,1,"Running HERE Maps, allowing geolocation:"
562,1,A bit internal but we know this will eventually go away :)
563,1,What happens if I have more than 1024 glyphs?  Why is nGlyphs 1020 instead of 1024?
564,1,"Turns out this wasn't the cause of the problem for which it was backed out, so relanded:"
565,2,02:04:19 INFO - Crash address: 0x0
566,1,Batch edit: Bugs still affected on b2g18 after 2/13 merge to v1.0.1 branch are affected on v1.0.1 branch.
567,1,please look at this picture!
568,5,See other reviews: https://reviewboard.mozilla.org/r/41651/
569,1,"The Java applet should appear in the Print Preview on the page that it is actually going to print on paper (under Internet Explorer 6.0 SP2, this does work properly)."
570,2,try {
571,1,"Marking as new, seeing on Linux 20021027"
572,4,User Agent: Mozilla/5.0 (Mobile; rv:37.0) Gecko/37.0 Firefox/37.0
573,1,Verified fixed FX 45.2.1 ESR tinderbox-build from 18-Jul-2016.
574,2,hg bisect --bad  # probably
575,1,"serial number for its identity, instead of the URI spec."
576,1,also may occur in Indic scripts in a consonant-conjunct context
577,2,Content-Encoding: x-bzip2
578,5,http://bugzilla.mozilla.org/attachment.cgi?id=106786&action=view and look at the
579,4,I/DEBUG   (  108):     beb0083c  0000000a
580,5,Modified configure.in so MOZ_WEBSPEECH undefined implies both MOZ_WEBSPEECH_TEST_BACKEND and MOZ_WEBSPEECH_MODELS are undefined
581,1,"Nick, can you follow up on that?"
582,4,Adapter RAM (GPU #2): 2048
583,1,Java Plug-in for Netscape Navigator should not be used in Microsoft Internet
584,1,"aliasing rules, but couldn't find a way to do so without increasing code size"
585,1,"Nevermind, RegisterWindowClass does that OR..."
586,1,This looks good to me!
587,1,"I think the perf concern is somewhat valid, although measuring any small changes will probably be hard. My main concern is that with the currently setup / logging level all of our widget output will end up in tbpl logs, and may break test result parsing. We'll find out soon enough."
588,1,Verified on 1999-09-23-09-M11 build.
589,1,Steps to reproduce:
590,5,"In devtools/shared/css-properties-db.js, should "":placeholder"" really be sorted in with the moz-prefixed things?  I'd guess not."
591,1,\n's and the like if the text node has them.
592,1,Thanks for an otherwise great product.
593,1,This DOES behave as expected in Seamonkey 1.7.2 (Mozilla/5.0 (Macintosh; U; PPC
594,1,"pre-default-setting history on the first run, it should be correctly respecting"
595,4,- Unknown pseudo-element or pseudo-class :-moz-math-font-style-stretchy
596,1,"maybe, heapapi.h is conflict.  We should use js/HeapAPI.h and remove"
597,4,[03:03:11.012] vendor::false
598,1,Ctrl-Shift-G just makes sense (and is used thusly in other programs).  It
599,1,"Hi Michael,"
600,1,| @@@  Enter username and password for Test  |
601,2,print.printer_LaserJet-4L.print_paper_data
602,2,WinMainCRTStartup()
603,2,http://www.mozilla.org/quality/help/bugzilla-helper.html
604,1,identified using the exception stack trace below.
605,5,"But HOMEBREW_OLD_CLANG was never defined, so the script fails. The same problem exists with MACPORTS_OLD_CLANG."
606,1,"if the caption is also given the style=""margin:0 auto"""
607,4,#6  0x4023f83f in dlerror () from /lib/libdl.so.2
608,1,and it's working fine.
609,1,3. processor usage will max out
610,2,\-------------------------------------------------------------------------/
611,2,223
612,2,https://hg.mozilla.org/mozilla-central/rev/e7c0ddb5f948
613,3,"#7  0xb4cecc68 in nsURILoader::OpenURI (this=0xb28ff550, channel=0xb0e84c50, aFlags=0, aWindowContext=<optimized out>)"
614,2,}
615,2,#NAME?
616,2,REPORT_UNEXPECTED_EOF(PEColorHueEOF);
617,1,kiran.s@in.ibm.com: would you please attach your changes as a cvs diff?
618,2,"sharpgen = 0, table = 0x0}, argumentFormatMap = 0x8b39e30, lastMessage = 0x0,"
619,2,WWW-Authenticate: NTLM TlRMTVNTUAACAAAADAAMAHAAAAAFgooAebV1UHkjepEAAAAAAAAAAEAAQAAwAAAAAQAMAG0AaQBrAGEAZABvAAIAKABtAGkAawBhAGQAbwAuAG8AbABmAGUAbwAtAGwAYQBiAC4AbgBlAHQAAAAAAG0AaQBrAGEAZABvAA==
620,2,https://dev.modern.ie/platform/status/timerelatedinputtypes/
621,1,Review of attachment 706948:
622,2,BuildID: 20151119161153
623,3,#8 0x7f7527935b6f in ~AutoNotifyGCActivity /builds/slave/m-cen-l64-asan-ntly-0000000000/build/src/js/src/jsgc.cpp:1422
624,1,I always get:
625,1,"To buster, not kipp..."
626,1,Yup. True statements. When the dialogs pop up with the invalid entry point
627,3,#6  0x40b22630 in nsAppShell::Run () from
628,1,TestRunner:  New longest test EventTimestamp with timeout 30000 takes 7415
629,4,(Gecko:21590): Gdk-CRITICAL **: gdk_window_show_unraised: assertion `GDK_IS_WINDOW (window)' failed
630,1,Review of attachment 640206:
631,5,Try build for windows 7: http://ftp.mozilla.org/pub/mozilla.org/firefox/try-builds/mwoodrow@mozilla.com-666f7861572f/try-win32/
632,1,Rebased. Could this be ready to review and land?
633,1,Thanks for the confirmation.
634,4,adding: install.rdf (deflated 52%)
635,1,Reproducible: Always
636,1,Expected: should not be showing the same frames over and over.
637,2,[7.TCID]:
638,1,2-Pull down notification tray
639,1,"Upon closer examination, I realize this is because mozilla kerns text one pixel"
640,1,'proxy' to this IP address.
641,1,"display in a modal dialog, go to prefs, change it)"
642,1,"somewhat.  I clock in at around 12500ms now, which is around half a second"
643,5,https://bugzilla.mozilla.org/show_bug.cgi?id=1046336 will have assets ready to check in by tomorrow.
644,2,rails/ruby_version_check.rb
645,1,Click OK.
646,2,"BIN_FILE_VERSION=""7.0.0.0"" BIN_PRODUCT_VERSION=""7.0.0.0"""
647,4,02:48:34     INFO -  ############ ErrorPage.js
648,1,+  // Arugments to this function should have values scaled to App units
649,1,Also tried with firewall off. happens with many other urls too.
650,4,User-Agent: Mozilla/5.0 (Windows; U; WinNT4.0; en-US; m18) Gecko/20001123
651,4,Build ID: 20150709163506
652,2,"<meta http-equiv=""content-type"" content=""text/html; charset=iso-8859-1"" />"
653,2,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"""
654,2,value = String(value);
655,2,{
656,1,This error comes from the following line:
657,4,User Agent: Mozilla/5.0 (X11; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0 (Beta/Release)
658,1,"[Blocking Requested - why for this release]: By using same hardware, Youtube app play lower resolution video on fxos compared to android."
659,1,1) teach layout operate with 2 thebes layers
660,3,"gklayout.dll!nsViewManager::HandleEvent(nsView * aView=0x060002a0, nsPoint aPoint={...}, nsGUIEvent * aEvent=0x0012f164, int aCaptured=0)  Line 1383	C++"
661,2,https://hg.mozilla.org/releases/mozilla-aurora/rev/0ca928196a14
662,1,Mozilla Application Suite must not be the right product for this bug.
663,1,Notes:
664,1,"3.If a website has disable File menu, unable to change orientation."
665,1,This now WORKSFORME on all feeds that were previously busted for me.
666,1,This makes embed show up in DOM Inspector.
667,1,Lets look at this code more closely.
668,1,I also cannot reproduce this issue by using the release build of 1/14.
669,4,Gaia-Rev        0518f4581a0925c0b703d730ef289ab15cbd1216
670,2,+      MOZ_COUNT_CTOR(nsTextShadowArray);
671,1,the Options' General tab.
672,1,"Breaking on click on dev tools and clicking on ""issues""."
673,4,User Agent: Mozilla/5.0 (Mobile; rv:34.0) Gecko/34.0 Firefox/34.0
674,1,is still someone working on this?
675,2,#includes for nsAlgorithm.h in bug 817574)
676,2,"""business"": ""Robert@adatum.com"","
677,1,!important should no longer be the default value suggested
678,2,int frameCount = (s->rate*afFrameCount*4)/afSampleRate;
679,2,<colgroup>
680,2,else {
681,4,/home/heiher/git/mips64/gecko-dev/js/src/jit/mips64/MacroAssembler-mips64.h:501:9: error: ?€?jsval_layout?€? was not declared in this scope
682,1,"--> When alarm rings, Setting was killed."
683,4,I/IdleService( 1406): Get idle time: time since reset 1021 msec
684,1,Sorry but your build is to old (1 year old) and we accept only bugs from the
685,1,To confirm previous question: there are no firewalls or anti/virus software
686,1,Could it be that that 21GB file actually gets even bigger up to filling my disc producing the quota exceeded error thing?
687,1,Yippee!
688,5,Sorry for the breakage. Pulling https://github.com/mozilla-b2g/gaia/pull/6906 would have fixed it though.
689,1,"I can reproduce bug 1266161 when APZ is disabled, but not the issue described here."
690,2,"Load Variables (""week5tx2.txt"", ""/textload/text2"")"
691,3,"03cafe6c 02fa360f jackf!CallCreateInstance(char * aContractID = 0x02fa79e8 ""@mozilla.org/jackfjackftemplate;1"", class nsISupports * aDelegate = 0x00000000, struct nsID * aIID = 0x02fa7998, void ** aResult = 0x03cafea0)+0x4e [d:\mozilla\mozilla_source\mozilla\xpcom\glue\nscomponentmanagerutils.cpp @ 120]"
692,3,#15 0xfcdd5d88 in nsFrameList::DestroyFrames ()
693,2,eax: 0xbfff97d4  ebx: 0x00f667c7  ecx: 0xbfff98cc  edx: 0x1a2b1298
694,4,"49 	dalvik-LinearAlloc (deleted) 	dalvik-LinearAlloc @0x23dd9b"
695,2,Device Name            scx15_sp7715ea
696,1,Can you reproduce this with Firefox running in the Firefox safemode ?
697,1,"Java support in Mozilla. Java 1.3.0-1 on OpenVMS does NOT include OJI, and"
698,1,"As far as I've tested, on my Nexus S, no race condition issue between AudioManager and shell.js. It looks like the race condition happens between shell.js' generated mozChromeEvent and Gaia's statusbar observer."
699,1,"Indeed it does appear that prepending the string ""file:///"" in front of the"
700,1,*** Bug 90673 has been marked as a duplicate of this bug. ***
701,1,xpfe and toolkit. I made changes to the toolkit version as that seemed to
702,2,"+    NS_ENSURE_TRUE((tablelen - 16) / 12 >= numGroups,"
703,5,"Reporter, can you please update to Firefox 3.6.10, create a fresh profile, http://support.mozilla.com/en-US/kb/managing+profiles, and test again. If you still see the bug, please update this bug. If the issue is gone, please set the resolution to RESOLVED > WORKSFORME."
704,3,"7 	mozjs.dll 	js_SetProperty 	js/src/jsobj.cpp:5407"
705,1,a file given in the src attribute doesn't exist. Mozilla should reserve 100x100
706,1,This was not a problem if I clicked on go|History
707,1,flash player.
708,1,is using Ctrl-E for something else.
709,4,"*,nsID const&,int,nsIXPConnectJSObjectHolder * *)+0x4c3"
710,2,?? HP LaserJet 1100 Printer
711,1,"to the CC list, because although nsFormControlFrame:HandleEvent set the event"
712,2,https://hg.mozilla.org/mozilla-central/rev/acdf76fb15b9
713,2,"nsWindow::WindowProc(void * 0x001405b6, unsigned int 7, unsigned int 2033148,"
714,1,"3) Type to ""????????????""."
715,1,Jesse can probably id the bug georgi is referring to in comment 21.
716,1,"This feature is for those who want to quickly open something new, that doesn't overwrite the current tab.  Opening it in the sidebar (currently the only option) is useless for most web pages, since it is too small, and shrinks the effective window space.  Only another tab (or window) will do!"
717,1,4. The previous wallpaper shows about 1 sec firstly.
718,1,[String/UUID change made/needed]: nope
719,5,Merged trunk: https://github.com/mozilla-b2g/gaia/commit/cc47ffdab0e1c4f7341af3f729584a31af6b4e27
720,1,Taking..
721,1,Review of attachment 8711945:
722,2,1 (reserved) = undefined
723,1,"set a default Firefox profile for all users then, it wouldn't be unique.  In"
724,1,"Interestingly, if you change ""tweak()"" in the test case to append a visible character instead of the empty string, the problem doesn't occur."
725,2,ModLoad: 74e80000 74e85000   C:\Windows\system32\MSIMG32.dll
726,2,0
727,2,"nsServiceManagerImpl::GetService(const nsID&,const"
728,2,-----------------------------------------------------------------
729,1,"We should add a triangle with a pulldown on the ""pill button"" that indicates the currently selected action, so it's possible to get an overview of available actions."
730,1,"couple of empty pages (just background color) after the content, too. So this"
731,2,"-include ../../../mozilla-config.h -Wp,-MD,.deps/nsCairoDeviceContext.pp"
732,1,"(e.g., 'residual font', 'inline/block', '/form & tables', etc.) but if you"
733,1,account to compute the nestin elvel (should it)?
734,2,/be
735,1,It is not clear to me why this patch would be causing those bc3 permaleaks:
736,4,Firmware(Incremental)  eng.cltbld.20151116.203255
737,1,"Newline above void (this local ARM style isn't a thing, feel free to use normal spidermonkey style)."
738,1,"the code path once the ""Print"" method is called. And whether ""Print"" is called"
739,2,ModLoad: 76f20000 76f47000   C:\WINDOWS\system32\DNSAPI.dll
740,4,19:22:55     INFO -  Retrying tests that failed when run in parallel.
741,3,#99  0x01d12c3c in nsAppShell::Run(void)
742,1,[Feature/regressing bug #]: Long standing bug exposed by e10s.
743,1,"That sounds like a decision that's being made above necko, in the DOM XHR code."
744,1,"dynamic PHP, the HTML page is static, and thusly cached). The Adsense will only"
745,1,in a content area is getting put in.  Anything loaded in a chrome area is not.
746,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5
747,2,--> 0.9.4
748,1,"summary:     Register allocate loop-spanning references (513843, r=rreitmai)."
749,1,We're just about to put out b2. It will be better but the b2-b1 delta means we will probably need another round before moving into bug fixes only.
750,1,Well I think I can confirm that setting nolock on my nfs mount solves this problem; thanks.
751,1,"- Failed to log in to amazon.co.uk (""No common encryption algorithms"")"
752,2,https://hg.mozilla.org/mozilla-central/rev/e066f112521a
753,2,}
754,1,Fix checked in.
755,1,"The cursor blinks everywhere on the page(only one cursor) except the input box. I had to manually bring the cursor to the input box to type in text. When I type in some text on some part of the page(where the cursor blinks), it went to 'Quick find' enabled at the left bottom of the page. This did not allow me to scroll the page up and down, rather when click down, it moves to the last part of the page."
756,1,"Parse a decimal number encoded in |chars|.  The decimal number must be sufficiently small that it will not overflow the integrally-precise range of the double type -- that is, the number will be smaller than DOUBLE_INTEGRAL_PRECISION_LIMIT."
757,1,Works for me. (WinXP SP2)
758,2,...
759,1,Played with this try build:
760,1,Fixed typo (added comma)
761,1,and volatile int in all other circumstances.
762,1,Mass update: Resolve wontfix all issues with legacy homescreens.
763,2,./dom/browser-element/Makefile.in
764,1,"Yes  I saw that and tried it, using the shift key did not work. I even tried it again it still did not work. I even tried uninstalling the Firefox and reinstalling it. (In reply to comment #3)"
765,2,https://hg.mozilla.org/mozilla-central/rev/fed024a1b092
766,2,</HTML>
767,1,code in netwerk/wifi/osx_corelan.mm.
768,1,shouldn't expose that in <html:iframe mozbrowser>.
769,1,only actually in charge of making XLinks look like HTML A links once XLinks
770,1,(Diff revision 1)
771,1,"(and it isn't unless invoke_count_word is inlined), then its"
772,1,Steps to Reproduce:
